rate,rate_pct,analysis,metric,baseline_mean,mean,std,ci_lower,ci_upper,preservation_pct,biological_status
0.005,0%,degree_distribution,out_degree_max,4782.0,4782.0,0.0,4782.0,4782.0,100.0,Preserved
0.005,0%,degree_distribution,out_degree_min,0.0,0.0,0.0,0.0,0.0,100.0,Preserved
0.005,0%,degree_distribution,total_degree_mean,50.42320961443682,50.67532319824089,0.0,50.67532319824089,50.67532319824089,100.0,Preserved
0.005,0%,degree_distribution,total_degree_median,21.0,21.0,0.0,21.0,21.0,100.0,Preserved
0.005,0%,degree_distribution,total_degree_variance,12481.215315530224,12492.101098224579,0.09104945914724924,12492.02128985483,12492.180906594327,100.0,Preserved
0.005,0%,degree_distribution,total_degree_std,111.71935962728317,111.76806832942876,0.0004073143330546966,111.76771130267429,111.76842535618323,100.0,Preserved
0.005,0%,degree_distribution,total_degree_max,9489.0,9489.0,0.0,9489.0,9489.0,100.0,Preserved
0.005,0%,degree_distribution,total_degree_min,0.0,0.0,0.0,0.0,0.0,100.0,Preserved
0.005,0%,assortativity,degree_assortativity,-0.046430186922204346,-0.04559911529811725,2.601093139443465e-06,-0.045601395256778886,-0.04559683533945561,100.0,Preserved
0.005,0%,connected_components,wcc_count,4306.0,4306.0,0.0,4306.0,4306.0,100.0,Preserved
0.005,0%,connected_components,wcc_max_size,153952.0,153952.0,0.0,153952.0,153952.0,100.0,Preserved
0.005,0%,connected_components,scc_count,18345.0,18341.0,1.0,18340.12346135282,18341.87653864718,100.0,Preserved
0.005,0%,connected_components,scc_max_size,139405.0,139408.0,1.0,139407.1234613528,139408.8765386472,99.9978,Preserved
0.005,0%,reciprocity,reciprocity,0.12993908079595212,0.12929511776715596,4.987544853646275e-07,0.12929468058957408,0.12929555494473785,99.5044,Preserved
0.0075,1%,basic_structure,node_count,158262.0,158262.0,0.0,158262.0,158262.0,100.0,Preserved
0.0075,1%,basic_structure,edge_count,3990039.0,4019964.0,0.0,4019964.0,4019964.0,99.2556,Preserved
0.0075,1%,basic_structure,total_synapses,23556214.0,23644808.0,134.92034687177468,23644689.737101678,23644926.262898322,99.6253,Preserved
0.0075,1%,basic_structure,weight_mean,5.903755326702321,5.881845708071017,3.35625759016425e-05,5.8818162891761405,5.881875126965894,100.0,Preserved
0.0075,1%,basic_structure,weight_median,4.0,4.0,0.0,4.0,4.0,100.0,Preserved
0.0075,1%,basic_structure,weight_variance,89.45748753848277,88.86705979043946,0.0002559417022600129,88.866835447646,88.86728413323291,100.0,Preserved
0.0075,1%,basic_structure,weight_std,9.45819684392764,9.426932681964585,1.3575013454017122e-05,9.426920782940657,9.426944580988513,100.0,Preserved
0.0075,1%,basic_structure,weight_max,913.0,913.0,0.0,913.0,913.0,100.0,Preserved
0.0075,1%,basic_structure,weight_min,1.0,1.0,0.0,1.0,1.0,100.0,Preserved
0.0075,1%,basic_structure,density,0.00015930396501487044,0.00016049873307429793,0.0,0.00016049873307429793,0.00016049873307429793,99.2556,Preserved
0.0075,1%,degree_distribution,in_degree_mean,25.21160480721841,25.400689995071463,0.0,25.400689995071463,25.400689995071463,100.0,Preserved
0.0075,1%,degree_distribution,in_degree_median,9.0,9.0,0.0,9.0,9.0,100.0,Preserved
0.0075,1%,degree_distribution,in_degree_variance,3727.29660036276,3735.9359406847666,0.10307503558542229,3735.8455914325164,3736.026289937017,100.0,Preserved
0.0075,1%,degree_distribution,in_degree_std,61.05158966286431,61.12230313163924,0.0008431856184325456,61.12156404685794,61.123042216420544,100.0,Preserved
0.0075,1%,degree_distribution,in_degree_max,4707.0,4707.0,0.0,4707.0,4707.0,100.0,Preserved
0.0075,1%,degree_distribution,in_degree_min,0.0,0.0,0.0,0.0,0.0,100.0,Preserved
0.0075,1%,degree_distribution,out_degree_mean,25.21160480721841,25.400689995071463,0.0,25.400689995071463,25.400689995071463,100.0,Preserved
0.0075,1%,degree_distribution,out_degree_median,11.0,11.0,0.0,11.0,11.0,100.0,Preserved
0.0075,1%,degree_distribution,out_degree_variance,3364.863849607683,3380.6298406733927,0.15421833414990907,3380.4946623434066,3380.7650190033787,100.0,Preserved
0.0075,1%,degree_distribution,out_degree_std,58.007446501356036,58.143183945036625,0.0013261918571310732,58.14202148662027,58.14434640345298,100.0,Preserved
0.0075,1%,degree_distribution,out_degree_max,4782.0,4782.0,0.0,4782.0,4782.0,100.0,Preserved
0.0075,1%,degree_distribution,out_degree_min,0.0,0.0,0.0,0.0,0.0,100.0,Preserved
0.0075,1%,degree_distribution,total_degree_mean,50.42320961443682,50.80137999014293,0.0,50.80137999014293,50.80137999014293,100.0,Preserved
0.0075,1%,degree_distribution,total_degree_median,21.0,21.0,0.0,21.0,21.0,100.0,Preserved
0.0075,1%,degree_distribution,total_degree_variance,12481.215315530224,12505.15771176031,0.15387389376059596,12505.022835345637,12505.292588174983,100.0,Preserved
0.0075,1%,degree_distribution,total_degree_std,111.71935962728317,111.82646248264152,0.0006880036953685556,111.82585942081312,111.82706554446992,100.0,Preserved
0.0075,1%,degree_distribution,total_degree_max,9489.0,9489.0,0.0,9489.0,9489.0,100.0,Preserved
0.0075,1%,degree_distribution,total_degree_min,0.0,0.0,0.0,0.0,0.0,100.0,Preserved
0.0075,1%,assortativity,degree_assortativity,-0.046430186922204346,-0.04547921284906646,8.886429496854058e-06,-0.045487002147955896,-0.045471423550177026,100.0,Preserved
0.0075,1%,connected_components,wcc_count,4306.0,4306.0,0.0,4306.0,4306.0,100.0,Preserved
0.0075,1%,connected_components,wcc_max_size,153952.0,153952.0,0.0,153952.0,153952.0,100.0,Preserved
0.0075,1%,connected_components,scc_count,18345.0,18341.8,1.3038404810405297,18340.65713342861,18342.94286657139,100.0,Preserved
0.0075,1%,connected_components,scc_max_size,139405.0,139407.4,0.8944271909999159,139406.61599999998,139408.184,99.9983,Preserved
0.0075,1%,reciprocity,reciprocity,0.12993908079595212,0.1289747868388871,6.093312633566962e-07,0.12897425273648583,0.12897532094128838,99.2579,Preserved
0.01,1%,basic_structure,node_count,158262.0,158262.0,0.0,158262.0,158262.0,100.0,Preserved
0.01,1%,basic_structure,edge_count,3990039.0,4029939.0,0.0,4029939.0,4029939.0,99.0099,Preserved
0.01,1%,basic_structure,total_synapses,23556214.0,23674574.4,279.5063505539722,23674329.401881605,23674819.39811839,99.5001,Preserved
0.01,1%,basic_structure,weight_mean,5.903755326702321,5.874673140213785,6.935746435703172e-05,5.874612345715806,5.874733934711764,100.0,Preserved
0.01,1%,basic_structure,weight_median,4.0,4.0,0.0,4.0,4.0,100.0,Preserved
0.01,1%,basic_structure,weight_variance,89.45748753848277,88.67164323103114,0.00045354515092263346,88.67124568117812,88.67204078088416,100.0,Preserved
0.01,1%,basic_structure,weight_std,9.45819684392764,9.416562176854523,2.4082299400861797e-05,9.416541067788385,9.41658328592066,100.0,Preserved
0.01,1%,basic_structure,weight_max,913.0,913.0,0.0,913.0,913.0,100.0,Preserved
