dataset,error_model,rate,analysis,metric,baseline,value,rel_change_pct,rel_std_pct,n
FAFB,false_synapses,15.0,basic_structure,metric_weight_std,14.776419722010266,13.956739752169549,-5.547216343751795,0.000525336059431238,5
FAFB,false_synapses,15.0,basic_structure,metric_weight_max,2633.0,2633.0,0.0,0.0,5
FAFB,false_synapses,15.0,basic_structure,metric_density,0.0002755000389527,0.0003168250499525,15.000001871830959,0.0,5
FAFB,false_synapses,15.0,degree_distribution,metric_total_degree_mean,76.72896484865893,88.23831101217192,15.000001871801802,0.0,5
FAFB,false_synapses,15.0,degree_distribution,metric_in_degree_mean,38.364482424329466,44.11915550608596,15.000001871801802,0.0,5
FAFB,false_synapses,15.0,degree_distribution,metric_out_degree_mean,38.364482424329466,44.11915550608596,15.000001871801802,0.0,5
FAFB,false_synapses,15.0,degree_distribution,metric_total_degree_std,199.8282025654068,203.51576453968283,1.84536613297567,0.004493298143946631,5
FAFB,false_synapses,15.0,degree_distribution,metric_in_degree_max,14786.0,14786.0,0.0,0.0,5
FAFB,false_synapses,15.0,degree_distribution,metric_out_degree_max,14000.0,14000.0,0.0,0.0,5
FAFB,false_synapses,15.0,assortativity,metric_degree_assortativity,-0.0358426018002618,-0.031120289691581142,13.175137605792244,0.02250625119286364,5
FAFB,false_synapses,15.0,connected_components,metric_wcc_count,875.0,875.0,0.0,0.0,5
FAFB,false_synapses,15.0,connected_components,metric_wcc_max_size,136997.0,136997.0,0.0,0.0,5
FAFB,false_synapses,15.0,connected_components,metric_scc_count,11120.0,9225.2,-17.039568345323737,0.14933473924206528,5
FAFB,false_synapses,15.0,connected_components,metric_scc_max_size,127536.0,128865.0,1.0420587128340233,0.013840951049815723,5
FAFB,false_synapses,15.0,reciprocity,metric_reciprocity,0.1647380244929008,0.17499516993762662,6.226337529723052,0.013608321794037061,5
FAFB,false_synapses,20.0,basic_structure,metric_node_count,139255.0,139255.0,0.0,0.0,5
FAFB,false_synapses,20.0,basic_structure,metric_edge_count,5342446.0,6410935.0,19.999996256396415,0.0,5
FAFB,false_synapses,20.0,basic_structure,metric_total_synapses,50666648.0,53999477.2,6.577954791878087,0.004103408873193488,5
FAFB,false_synapses,20.0,basic_structure,metric_weight_mean,9.48379225545752,8.423026781584902,-11.185034902701418,0.0034195075010072535,5
FAFB,false_synapses,20.0,basic_structure,metric_weight_variance,218.34257980101398,188.00294282793067,-13.895428459594678,0.0015589533965150477,5
FAFB,false_synapses,20.0,basic_structure,metric_weight_std,14.776419722010266,13.711416513713072,-7.207450981585306,0.0008400220805679873,5
FAFB,false_synapses,20.0,basic_structure,metric_weight_max,2633.0,2633.0,0.0,0.0,5
FAFB,false_synapses,20.0,basic_structure,metric_density,0.0002755000389527,0.0003306000364296,19.999996256392556,0.0,5
FAFB,false_synapses,20.0,degree_distribution,metric_total_degree_mean,76.72896484865893,92.07475494596244,19.999996256396415,0.0,5
FAFB,false_synapses,20.0,degree_distribution,metric_in_degree_mean,38.364482424329466,46.03737747298122,19.999996256396415,0.0,5
FAFB,false_synapses,20.0,degree_distribution,metric_out_degree_mean,38.364482424329466,46.03737747298122,19.999996256396415,0.0,5
FAFB,false_synapses,20.0,degree_distribution,metric_total_degree_std,199.8282025654068,204.90311431240434,2.5396373894402857,0.0029294058361263877,5
FAFB,false_synapses,20.0,degree_distribution,metric_in_degree_max,14786.0,14786.0,0.0,0.0,5
FAFB,false_synapses,20.0,degree_distribution,metric_out_degree_max,14000.0,14000.0,0.0,0.0,5
FAFB,false_synapses,20.0,assortativity,metric_degree_assortativity,-0.0358426018002618,-0.030074841865342216,16.091911985243932,0.05669087218858195,5
FAFB,false_synapses,20.0,connected_components,metric_wcc_count,875.0,875.0,0.0,0.0,5
FAFB,false_synapses,20.0,connected_components,metric_wcc_max_size,136997.0,136997.0,0.0,0.0,5
FAFB,false_synapses,20.0,connected_components,metric_scc_count,11120.0,9071.2,-18.42446043165467,0.07380677888015537,5
FAFB,false_synapses,20.0,connected_components,metric_scc_max_size,127536.0,129090.2,1.2186363066114643,0.01083523690259986,5
FAFB,false_synapses,20.0,reciprocity,metric_reciprocity,0.1647380244929008,0.17784812979697967,7.958153768344994,0.03143467588092874,5
FAFB,merge_errors,0.5,basic_structure,metric_node_count,139255.0,138951.0,-0.21830454920828696,0.0,2
FAFB,merge_errors,0.5,basic_structure,metric_edge_count,5342446.0,5327119.0,-0.2868910607613067,0.0002620522509726818,2
FAFB,merge_errors,0.5,basic_structure,metric_total_synapses,50666648.0,50665550.0,-0.002167106061565391,0.000600000221052713,2
FAFB,merge_errors,0.5,basic_structure,metric_weight_mean,9.48379225545752,9.510872575053957,0.28554315475283004,0.0008652831643335145,2
FAFB,merge_errors,0.5,basic_structure,metric_weight_variance,218.34257980101395,219.94275037867985,0.7328715173761363,0.08095059058609773,2
FAFB,merge_errors,0.5,basic_structure,metric_weight_std,14.776419722010266,14.830465767094164,0.3657587297915909,0.04032779287009672,2
FAFB,merge_errors,0.5,basic_structure,metric_weight_max,2633.0,2633.0,0.0,0.0,2
FAFB,merge_errors,0.5,basic_structure,metric_density,0.0002755000389527,0.00027591300465134997,0.14989678412382718,0.00026320016242414987,2
FAFB,merge_errors,0.5,degree_distribution,metric_total_degree_mean,76.72896484865893,76.6762239926305,-0.06873656660488298,0.00026262557454336113,2
FAFB,merge_errors,0.5,degree_distribution,metric_in_degree_mean,38.364482424329466,38.33811199631525,-0.06873656660488298,0.00026262557455262157,2
FAFB,merge_errors,0.5,degree_distribution,metric_out_degree_mean,38.364482424329466,38.33811199631525,-0.06873656660488298,0.00026262557455262157,2
FAFB,merge_errors,0.5,degree_distribution,metric_total_degree_std,199.8282025654068,198.77578941399463,-0.5266589690049867,0.08261520504551235,2
FAFB,merge_errors,0.5,degree_distribution,metric_in_degree_max,14786.0,14625.5,-1.0854862707966995,0.28743405924523197,2
FAFB,merge_errors,0.5,degree_distribution,metric_out_degree_max,14000.0,13848.0,-1.0857142857142856,0.2857142857142857,2
FAFB,merge_errors,0.5,assortativity,metric_degree_assortativity,-0.0358426018002618,-0.035987297622634556,-0.4036978765634603,0.12874554722395526,2
FAFB,merge_errors,0.5,connected_components,metric_wcc_count,875.0,875.0,0.0,0.0,2
FAFB,merge_errors,0.5,connected_components,metric_wcc_max_size,136997.0,136693.0,-0.22190266940151976,0.0,2
FAFB,merge_errors,0.5,connected_components,metric_scc_count,11120.0,11115.5,-0.040467625899280574,0.0044964028776978415,2
FAFB,merge_errors,0.5,connected_components,metric_scc_max_size,127536.0,127236.5,-0.2348356542466441,0.000392046167356668,2
FAFB,merge_errors,0.5,reciprocity,metric_reciprocity,0.1647380244929008,0.1647092922549396,-0.017441169426200238,0.010746146342591766,2
FAFB,merge_errors,1.0,basic_structure,metric_node_count,139255.0,138647.0,-0.4366090984165739,0.0,2
FAFB,merge_errors,1.0,basic_structure,metric_edge_count,5342446.0,5312816.0,-0.5546148711657545,0.01772596297650926,2
FAFB,merge_errors,1.0,basic_structure,metric_total_synapses,50666648.0,50664740.5,-0.0037648040186120065,0.0007726976530991354,2
FAFB,merge_errors,1.0,basic_structure,metric_weight_mean,9.48379225545752,9.536325376214364,0.5539252583966539,0.017146551232659547,2
FAFB,merge_errors,1.0,basic_structure,metric_weight_variance,218.34257980101395,221.31919677320008,1.363278282641368,0.14745985385249133,2
FAFB,merge_errors,1.0,basic_structure,metric_weight_std,14.776419722010266,14.87679668733288,0.6793050496061424,0.07323245516038887,2
FAFB,merge_errors,1.0,basic_structure,metric_weight_max,2633.0,2633.0,0.0,0.0,2
FAFB,merge_errors,1.0,basic_structure,metric_density,0.0002755000389527,0.000276380217176,0.319483883431009,0.017881769522528103,2
FAFB,merge_errors,1.0,degree_distribution,metric_total_degree_mean,76.72896484865893,76.63802318117233,-0.11852325606891488,0.01780369553105384,2
FAFB,merge_errors,1.0,degree_distribution,metric_in_degree_mean,38.364482424329466,38.319011590586165,-0.11852325606891488,0.01780369553105384,2
FAFB,merge_errors,1.0,degree_distribution,metric_out_degree_mean,38.364482424329466,38.319011590586165,-0.11852325606891488,0.01780369553105384,2
FAFB,merge_errors,1.0,degree_distribution,metric_total_degree_std,199.8282025654068,197.9248190396388,-0.9525099567189401,0.18118286533448746,2
FAFB,merge_errors,1.0,degree_distribution,metric_in_degree_max,14786.0,14474.5,-2.106722575409171,0.4429866089544163,2
FAFB,merge_errors,1.0,degree_distribution,metric_out_degree_max,14000.0,13703.5,-2.117857142857143,0.43214285714285716,2
FAFB,merge_errors,1.0,assortativity,metric_degree_assortativity,-0.0358426018002618,-0.0360672210729307,-0.6266823874020664,0.20867391005569783,2
FAFB,merge_errors,1.0,connected_components,metric_wcc_count,875.0,875.0,0.0,0.0,2
FAFB,merge_errors,1.0,connected_components,metric_wcc_max_size,136997.0,136389.0,-0.4438053388030395,0.0,2
FAFB,merge_errors,1.0,connected_components,metric_scc_count,11120.0,11112.5,-0.06744604316546762,0.02248201438848921,2
FAFB,merge_errors,1.0,connected_components,metric_scc_max_size,127536.0,126935.5,-0.4708474469953582,0.0019602308367833395,2
FAFB,merge_errors,1.0,reciprocity,metric_reciprocity,0.1647380244929008,0.1647066163928809,-0.019065482979155977,0.0340510816304118,2
FAFB,merge_errors,2.0,basic_structure,metric_node_count,139255.0,138039.0,-0.8732181968331478,0.0,2
FAFB,merge_errors,2.0,basic_structure,metric_edge_count,5342446.0,5245872.5,-1.807664504236449,0.03611641558941354,2
FAFB,merge_errors,2.0,basic_structure,metric_total_synapses,50666648.0,50658729.5,-0.015628624178966804,0.0012128293942003032,2
FAFB,merge_errors,2.0,basic_structure,metric_weight_mean,9.48379225545752,9.656875301383822,1.825040461284893,0.03868772851719108,2
FAFB,merge_errors,2.0,basic_structure,metric_weight_variance,218.34257980101395,227.36208523953354,4.130896248793751,0.22596284311107878,2
FAFB,merge_errors,2.0,basic_structure,metric_weight_std,14.776419722010266,15.078521730784306,2.044487192821436,0.1107178101077083,2
FAFB,merge_errors,2.0,basic_structure,metric_weight_max,2633.0,2633.0,0.0,0.0,2
FAFB,merge_errors,2.0,basic_structure,metric_density,0.0002755000389527,0.00027530700901685,-0.07006530256175847,0.03675552712621865,2
FAFB,merge_errors,2.0,degree_distribution,metric_total_degree_mean,76.72896484865893,76.00565782134035,-0.9426779427368035,0.03643456887476191,2
FAFB,merge_errors,2.0,degree_distribution,metric_in_degree_mean,38.364482424329466,38.002828910670175,-0.9426779427368035,0.03643456887476191,2
FAFB,merge_errors,2.0,degree_distribution,metric_out_degree_mean,38.364482424329466,38.002828910670175,-0.9426779427368035,0.03643456887476191,2
FAFB,merge_errors,2.0,degree_distribution,metric_total_degree_std,199.8282025654068,177.73233663308235,-11.057431157692635,0.048268039918410444,2
FAFB,merge_errors,2.0,degree_distribution,metric_in_degree_max,14786.0,14016.5,-5.204247260922494,0.023671040173136752,2
FAFB,merge_errors,2.0,degree_distribution,metric_out_degree_max,14000.0,13151.5,-6.060714285714286,0.075,2
FAFB,merge_errors,2.0,assortativity,metric_degree_assortativity,-0.0358426018002618,-0.03423569353774405,4.483235540412185,0.10723610221641063,2
FAFB,merge_errors,2.0,connected_components,metric_wcc_count,875.0,875.0,0.0,0.0,2
FAFB,merge_errors,2.0,connected_components,metric_wcc_max_size,136997.0,135781.0,-0.887610677606079,0.0,2
FAFB,merge_errors,2.0,connected_components,metric_scc_count,11120.0,11102.5,-0.15737410071942445,0.013489208633093525,2
FAFB,merge_errors,2.0,connected_components,metric_scc_max_size,127536.0,126338.5,-0.9389505708192197,0.0019602308367833395,2
FAFB,merge_errors,2.0,reciprocity,metric_reciprocity,0.1647380244929008,0.15996100054780737,-2.8997700802823894,0.004356049829929413,2
FAFB,merge_errors,3.0,basic_structure,metric_node_count,139255.0,137431.0,-1.3098272952497219,0.0,2
FAFB,merge_errors,3.0,basic_structure,metric_edge_count,5342446.0,5214693.5,-2.3912735851705382,0.10702026749545059,2
FAFB,merge_errors,3.0,basic_structure,metric_total_synapses,50666648.0,50655291.0,-0.022415139837156782,2.9605274065100972e-05,2
FAFB,merge_errors,3.0,basic_structure,metric_weight_mean,9.48379225545752,9.713965332447565,2.4270151727289297,0.11227281041006355,2
FAFB,merge_errors,3.0,basic_structure,metric_weight_variance,218.34257980101395,233.02613466797902,6.725007499841255,1.026319487672418,2
FAFB,merge_errors,3.0,basic_structure,metric_weight_std,14.776419722010266,15.26501710336379,3.306601941103049,0.4967347044565157,2
FAFB,merge_errors,3.0,basic_structure,metric_weight_max,2633.0,2633.0,0.0,0.0,2
FAFB,merge_errors,3.0,basic_structure,metric_density,0.0002755000389527,0.00027609753814985,0.21687808082400473,0.1098799000177196,2
FAFB,merge_errors,3.0,degree_distribution,metric_total_degree_mean,76.72896484865893,75.88816933588492,-1.095799369159225,0.108440652764515,2
FAFB,merge_errors,3.0,degree_distribution,metric_in_degree_mean,38.364482424329466,37.94408466794246,-1.095799369159225,0.108440652764515,2
FAFB,merge_errors,3.0,degree_distribution,metric_out_degree_mean,38.364482424329466,37.94408466794246,-1.095799369159225,0.108440652764515,2
FAFB,merge_errors,3.0,degree_distribution,metric_total_degree_std,199.8282025654068,176.4594912631979,-11.694400991551717,0.08902873446554904,2
FAFB,merge_errors,3.0,degree_distribution,metric_in_degree_max,14786.0,13715.5,-7.239956715812255,0.15893412687677533,2
FAFB,merge_errors,3.0,degree_distribution,metric_out_degree_max,14000.0,12874.5,-8.039285714285715,0.23214285714285715,2
FAFB,merge_errors,3.0,assortativity,metric_degree_assortativity,-0.0358426018002618,-0.03449210868263815,3.7678434315384735,0.0307534992447705,2
FAFB,merge_errors,3.0,connected_components,metric_wcc_count,875.0,875.0,0.0,0.0,2
FAFB,merge_errors,3.0,connected_components,metric_wcc_max_size,136997.0,135173.0,-1.3314160164091184,0.0,2
FAFB,merge_errors,3.0,connected_components,metric_scc_count,11120.0,11081.0,-0.35071942446043164,0.017985611510791366,2
FAFB,merge_errors,3.0,connected_components,metric_scc_max_size,127536.0,125752.0,-1.3988207251285911,0.000784092334713336,2
FAFB,merge_errors,3.0,reciprocity,metric_reciprocity,0.1647380244929008,0.1598015806556469,-2.996541844209514,0.07814771806326251,2
FAFB,merge_errors,5.0,basic_structure,metric_node_count,139255.0,136216.0,-2.1823273850131053,0.0,2
FAFB,merge_errors,5.0,basic_structure,metric_edge_count,5342446.0,5147422.0,-3.6504627281211643,0.05330891505501413,2
FAFB,merge_errors,5.0,basic_structure,metric_total_synapses,50666648.0,50648500.0,-0.03581843424889683,0.0007796055503809921,2
FAFB,merge_errors,5.0,basic_structure,metric_weight_mean,9.48379225545752,9.839588773444854,3.7516270749455614,0.058213535720125775,2
FAFB,merge_errors,5.0,basic_structure,metric_weight_variance,218.34257980101395,246.52574614332335,12.907773814889456,0.597169545588101,2
FAFB,merge_errors,5.0,basic_structure,metric_weight_std,14.776419722010266,15.701083468381322,6.257698168885392,0.2810006031934616,2
FAFB,merge_errors,5.0,basic_structure,metric_weight_max,2633.0,2636.5,0.1329282187618686,0.1329282187618686,2
FAFB,merge_errors,5.0,basic_structure,metric_density,0.0002755000389527,0.00027741932878835,0.6966568291409714,0.05571411838397656,2
FAFB,merge_errors,5.0,degree_distribution,metric_total_degree_mean,76.72896484865893,75.57734774182181,-1.50088966938181,0.05449824518400998,2
FAFB,merge_errors,5.0,degree_distribution,metric_in_degree_mean,38.364482424329466,37.788673870910905,-1.50088966938181,0.05449824518400998,2
FAFB,merge_errors,5.0,degree_distribution,metric_out_degree_mean,38.364482424329466,37.788673870910905,-1.50088966938181,0.05449824518400998,2
FAFB,merge_errors,5.0,degree_distribution,metric_total_degree_std,199.8282025654068,174.29073719341665,-12.779710293211167,0.08671193684209234,2
FAFB,merge_errors,5.0,degree_distribution,metric_in_degree_max,14786.0,13211.5,-10.648586500743946,0.11159204653050184,2
FAFB,merge_errors,5.0,degree_distribution,metric_out_degree_max,14000.0,12398.5,-11.439285714285715,0.017857142857142856,2
FAFB,merge_errors,5.0,assortativity,metric_degree_assortativity,-0.0358426018002618,-0.03477892691107695,2.9676274482314002,0.06635243912058184,2
FAFB,merge_errors,5.0,connected_components,metric_wcc_count,875.0,875.0,0.0,0.0,2
FAFB,merge_errors,5.0,connected_components,metric_wcc_max_size,136997.0,133958.0,-2.218296751023745,0.0,2
FAFB,merge_errors,5.0,connected_components,metric_scc_count,11120.0,11048.5,-0.6429856115107914,0.03147482014388489,2
FAFB,merge_errors,5.0,connected_components,metric_scc_max_size,127536.0,124572.0,-2.324049680090327,0.001568184669426672,2
FAFB,merge_errors,5.0,reciprocity,metric_reciprocity,0.1647380244929008,0.15934899734072785,-3.2712709580933246,0.09919784582550102,2
FAFB,merge_errors,7.5,basic_structure,metric_node_count,139255.0,134696.0,-3.2738501310545405,0.0,2
FAFB,merge_errors,7.5,basic_structure,metric_edge_count,5342446.0,5041628.5,-5.630707357641051,0.022564570610540565,2
FAFB,merge_errors,7.5,basic_structure,metric_total_synapses,50666648.0,50640376.0,-0.05185265068255551,0.0011664477981649783,2
FAFB,merge_errors,7.5,basic_structure,metric_weight_mean,9.48379225545752,10.04444874043927,5.911733090305902,0.02656052079478885,2
FAFB,merge_errors,7.5,basic_structure,metric_weight_variance,218.34257980101395,265.773517323628,21.723173540332883,0.4874023266589319,2
FAFB,merge_errors,7.5,basic_structure,metric_weight_std,14.776419722010266,16.30252900621969,10.32800443490518,0.22088785578756095,2
FAFB,merge_errors,7.5,basic_structure,metric_weight_max,2633.0,2636.5,0.1329282187618686,0.1329282187618686,2
FAFB,merge_errors,7.5,basic_structure,metric_density,0.0002755000389527,0.0002778847202636,0.8655829305742667,0.02411789368618804,2
FAFB,merge_errors,7.5,degree_distribution,metric_total_degree_mean,76.72896484865893,74.85936479182752,-2.436628801807813,0.023328304332505274,2
FAFB,merge_errors,7.5,degree_distribution,metric_in_degree_mean,38.364482424329466,37.42968239591376,-2.436628801807813,0.023328304332505274,2
FAFB,merge_errors,7.5,degree_distribution,metric_out_degree_mean,38.364482424329466,37.42968239591376,-2.436628801807813,0.023328304332505274,2
FAFB,merge_errors,7.5,degree_distribution,metric_total_degree_std,199.8282025654068,170.756309173497,-14.548443622413176,0.02342945054835246,2
FAFB,merge_errors,7.5,degree_distribution,metric_in_degree_max,14786.0,12612.0,-14.703097524685512,0.20289463005545788,2
FAFB,merge_errors,7.5,degree_distribution,metric_out_degree_max,14000.0,11837.0,-15.45,0.06428571428571428,2
FAFB,merge_errors,7.5,assortativity,metric_degree_assortativity,-0.0358426018002618,-0.03523347906567455,1.6994378309411862,0.6361433111635405,2
FAFB,merge_errors,7.5,connected_components,metric_wcc_count,875.0,875.0,0.0,0.0,2
FAFB,merge_errors,7.5,connected_components,metric_wcc_max_size,136997.0,132438.0,-3.327810098031344,0.0,2
FAFB,merge_errors,7.5,connected_components,metric_scc_count,11120.0,11014.0,-0.9532374100719424,0.0,2
FAFB,merge_errors,7.5,connected_components,metric_scc_max_size,127536.0,123086.5,-3.488818843306988,0.0011761385020700038,2
FAFB,merge_errors,7.5,reciprocity,metric_reciprocity,0.1647380244929008,0.1593612181709507,-3.263852615995039,0.02987304437641675,2
FAFB,merge_errors,10.0,basic_structure,metric_node_count,139255.0,133176.0,-4.365372877095975,0.0,2
FAFB,merge_errors,10.0,basic_structure,metric_edge_count,5342446.0,4930120.0,-7.717925459611571,0.052840964606848624,2
FAFB,merge_errors,10.0,basic_structure,metric_total_synapses,50666648.0,50633194.5,-0.06602666906245702,0.00024572377474033806,2
FAFB,merge_errors,10.0,basic_structure,metric_weight_mean,9.48379225545752,10.270178216760776,8.29189358139646,0.06174195548645521,2
FAFB,merge_errors,10.0,basic_structure,metric_weight_variance,218.34257980101395,286.63788396097596,31.278967310088017,0.5166354998097247,2
FAFB,merge_errors,10.0,basic_structure,metric_weight_std,14.776419722010266,16.930350679729855,14.576812233556108,0.22545377626522414,2
FAFB,merge_errors,10.0,basic_structure,metric_weight_max,2633.0,2945.5,11.868590960881125,11.868590960881125,2
FAFB,merge_errors,10.0,basic_structure,metric_density,0.0002755000389527,0.0002779769709635,0.8990677533897891,0.057775078147020605,2
FAFB,merge_errors,10.0,degree_distribution,metric_total_degree_mean,76.72896484865893,74.03916621613504,-3.5055844136947214,0.05525296244313198,2
FAFB,merge_errors,10.0,degree_distribution,metric_in_degree_mean,38.364482424329466,37.01958310806752,-3.5055844136947214,0.05525296244313198,2
FAFB,merge_errors,10.0,degree_distribution,metric_out_degree_mean,38.364482424329466,37.01958310806752,-3.5055844136947214,0.05525296244313198,2
FAFB,merge_errors,10.0,degree_distribution,metric_total_degree_std,199.8282025654068,167.76455754096816,-16.04560548151041,0.1720888797590119,2
FAFB,merge_errors,10.0,degree_distribution,metric_in_degree_max,14786.0,12152.0,-17.8141485188692,0.04057892601109157,2
FAFB,merge_errors,10.0,degree_distribution,metric_out_degree_max,14000.0,11395.5,-18.603571428571428,0.21071428571428574,2
FAFB,merge_errors,10.0,assortativity,metric_degree_assortativity,-0.0358426018002618,-0.035617540665561,0.6279151718811907,0.31761700497303025,2
FAFB,merge_errors,10.0,connected_components,metric_wcc_count,875.0,875.0,0.0,0.0,2
FAFB,merge_errors,10.0,connected_components,metric_wcc_max_size,136997.0,130919.0,-4.43659350204749,0.0,2
FAFB,merge_errors,10.0,connected_components,metric_scc_count,11120.0,10989.5,-1.1735611510791368,0.0044964028776978415,2
FAFB,merge_errors,10.0,connected_components,metric_scc_max_size,127536.0,121592.5,-4.660252791368712,0.0011761385020700038,2
FAFB,merge_errors,10.0,reciprocity,metric_reciprocity,0.1647380244929008,0.15937542125825355,-3.2552309954878305,0.010352799761590927,2
FAFB,merge_errors,15.0,basic_structure,metric_node_count,139255.0,130137.0,-6.547700262109081,0.0,2
FAFB,merge_errors,15.0,basic_structure,metric_edge_count,5342446.0,4701443.0,-11.998305645017282,0.11942095437183643,2
FAFB,merge_errors,15.0,basic_structure,metric_total_synapses,50666648.0,50618223.5,-0.09557470626436547,0.00182664540981673,2
FAFB,merge_errors,15.0,basic_structure,metric_weight_mean,9.48379225545752,10.766549327754769,13.525782068445006,0.15613360495061568,2
FAFB,merge_errors,15.0,basic_structure,metric_weight_variance,218.34257980101395,324.81909534092813,48.76580446972428,0.9276539277216193,2
FAFB,merge_errors,15.0,basic_structure,metric_weight_std,14.776419722010266,18.02265068688665,21.96899537200442,0.38028267958274103,2
FAFB,merge_errors,15.0,basic_structure,metric_weight_max,2633.0,2945.5,11.868590960881125,11.868590960881125,2
FAFB,merge_errors,15.0,basic_structure,metric_density,0.0002755000389527,0.00027760860935205,0.7653611982653897,0.13674163538491285,2
FAFB,merge_errors,15.0,degree_distribution,metric_total_degree_mean,76.72896484865893,72.25374797328968,-5.832500000744469,0.12778813866194424,2
FAFB,merge_errors,15.0,degree_distribution,metric_in_degree_mean,38.364482424329466,36.12687398664484,-5.832500000744469,0.12778813866194424,2
FAFB,merge_errors,15.0,degree_distribution,metric_out_degree_mean,38.364482424329466,36.12687398664484,-5.832500000744469,0.12778813866194424,2
FAFB,merge_errors,15.0,degree_distribution,metric_total_degree_std,199.8282025654068,162.0428133535771,-18.908937140372856,0.24809857878216912,2
FAFB,merge_errors,15.0,degree_distribution,metric_in_degree_max,14786.0,11397.5,-22.916948464763966,0.1792235898823211,2
FAFB,merge_errors,15.0,degree_distribution,metric_out_degree_max,14000.0,10688.0,-23.65714285714286,0.2857142857142857,2
FAFB,merge_errors,15.0,assortativity,metric_degree_assortativity,-0.0358426018002618,-0.03615856324855165,-0.8815248682296785,0.4961748722562012,2
FAFB,merge_errors,15.0,connected_components,metric_wcc_count,875.0,875.0,0.0,0.0,2
FAFB,merge_errors,15.0,connected_components,metric_wcc_max_size,136997.0,127881.0,-6.654160310079783,0.0,2
FAFB,merge_errors,15.0,connected_components,metric_scc_count,11120.0,10925.0,-1.753597122302158,0.008992805755395683,2
FAFB,merge_errors,15.0,connected_components,metric_scc_max_size,127536.0,118620.5,-6.990575210136746,0.0011761385020700038,2
FAFB,merge_errors,15.0,reciprocity,metric_reciprocity,0.1647380244929008,0.16105083790526326,-2.2382122154174713,0.03182728194673898,2
FAFB,merge_errors,20.0,basic_structure,metric_node_count,139255.0,127098.0,-8.730027647122187,0.0,2
FAFB,merge_errors,20.0,basic_structure,metric_edge_count,5342446.0,4482658.0,-16.093527197092865,0.10826501568757083,2
FAFB,merge_errors,20.0,basic_structure,metric_total_synapses,50666648.0,50605071.0,-0.12153359740711484,0.00274144837842835,2
FAFB,merge_errors,20.0,basic_structure,metric_weight_mean,9.48379225545752,11.289096122037027,19.03567494891752,0.1568596988278122,2
FAFB,merge_errors,20.0,basic_structure,metric_weight_variance,218.34257980101395,360.22666666446645,64.98232593603971,0.5551205642433393,2
FAFB,merge_errors,20.0,basic_structure,metric_weight_std,14.776419722010266,18.97961135257647,28.445264209064973,0.21609226609545806,2
FAFB,merge_errors,20.0,basic_structure,metric_weight_max,2633.0,2945.5,11.868590960881125,11.868590960881125,2
FAFB,merge_errors,20.0,basic_structure,metric_density,0.0002755000389527,0.0002774991069941,0.7256144314895131,0.12996685313045014,2
FAFB,merge_errors,20.0,degree_distribution,metric_total_degree_mean,76.72896484865893,70.53860800327307,-8.067822702412046,0.11862062943219297,2
FAFB,merge_errors,20.0,degree_distribution,metric_in_degree_mean,38.364482424329466,35.269304001636534,-8.067822702412046,0.11862062943219297,2
FAFB,merge_errors,20.0,degree_distribution,metric_out_degree_mean,38.364482424329466,35.269304001636534,-8.067822702412046,0.11862062943219297,2
FAFB,merge_errors,20.0,degree_distribution,metric_total_degree_std,199.8282025654068,156.17617499421533,-21.844778169839916,0.29022178447586094,2
FAFB,merge_errors,20.0,degree_distribution,metric_in_degree_max,14786.0,10644.0,-28.012985256323546,0.07439469768700122,2
FAFB,merge_errors,20.0,degree_distribution,metric_out_degree_max,14000.0,9981.0,-28.70714285714286,0.17857142857142858,2
FAFB,merge_errors,20.0,assortativity,metric_degree_assortativity,-0.0358426018002618,-0.037313839705427246,-4.1047184949466935,0.3009996820765439,2
FAFB,merge_errors,20.0,connected_components,metric_wcc_count,875.0,875.0,0.0,0.0,2
FAFB,merge_errors,20.0,connected_components,metric_wcc_max_size,136997.0,124842.0,-8.872457061103528,0.0,2
FAFB,merge_errors,20.0,connected_components,metric_scc_count,11120.0,10877.0,-2.185251798561151,0.06294964028776978,2
FAFB,merge_errors,20.0,connected_components,metric_scc_max_size,127536.0,115631.5,-9.334227198594906,0.006664784845063355,2
FAFB,merge_errors,20.0,reciprocity,metric_reciprocity,0.1647380244929008,0.1631252942303579,-0.9789666153319582,0.009950827114360641,2
FAFB,missed_synapses,0.25,basic_structure,metric_node_count,139255.0,139255.0,0.0,0.0,5
FAFB,missed_synapses,0.25,basic_structure,metric_edge_count,5342446.0,5341070.6,-0.025744761856280298,0.0006947991095117619,5
FAFB,missed_synapses,0.25,basic_structure,metric_total_synapses,50666648.0,50540204.0,-0.24956061825917517,0.0008113424848392488,5
FAFB,missed_synapses,0.25,basic_structure,metric_weight_mean,9.48379225545752,9.462560558958995,-0.2238734878055444,0.001017255109416597,5
FAFB,missed_synapses,0.25,basic_structure,metric_weight_variance,218.34257980101398,217.36756539296007,-0.44655257299903933,0.003774462825840761,5
FAFB,missed_synapses,0.25,basic_structure,metric_weight_std,14.776419722010266,14.743390563735522,-0.22352612402816913,0.0018914568505860323,5
FAFB,missed_synapses,0.25,basic_structure,metric_weight_max,2633.0,2630.0,-0.11393847322445878,0.07966645257654019,5
FAFB,missed_synapses,0.25,basic_structure,metric_density,0.0002755000389527,0.0002754291121238,-0.02574476184091306,0.0006947991124416075,5
FAFB,missed_synapses,0.25,degree_distribution,metric_total_degree_mean,76.72896484865893,76.70921115938387,-0.02574476185626351,0.0006947991095114181,5
