dataset,error_model,rate,analysis,metric,mean,std,n
BANC,synapse_count_measurement,1.0,connected_components,metric_wcc_count,4306.0,0.0,5
BANC,synapse_count_measurement,1.0,connected_components,metric_wcc_max_size,153952.0,0.0,5
BANC,synapse_count_measurement,1.0,connected_components,metric_scc_count,18345.0,0.0,5
BANC,synapse_count_measurement,1.0,connected_components,metric_scc_max_size,139405.0,0.0,5
BANC,synapse_count_measurement,1.0,reciprocity,metric_reciprocity,0.1299390807959521,0.0,5
BANC,synapse_count_measurement,2.0,basic_structure,metric_node_count,158262.0,0.0,5
BANC,synapse_count_measurement,2.0,basic_structure,metric_edge_count,3990039.0,0.0,5
BANC,synapse_count_measurement,2.0,basic_structure,metric_total_synapses,23556329.6,500.3912868945661,5
BANC,synapse_count_measurement,2.0,basic_structure,metric_weight_mean,5.903784298850212,0.00012541012428549884,5
BANC,synapse_count_measurement,2.0,basic_structure,metric_weight_variance,89.51382327496682,0.036602252375889176,5
BANC,synapse_count_measurement,2.0,basic_structure,metric_weight_std,9.461174321027409,0.001934450409635608,5
BANC,synapse_count_measurement,2.0,basic_structure,metric_weight_max,919.8,14.524462124292244,5
BANC,synapse_count_measurement,2.0,basic_structure,metric_density,0.0001593039650148,0.0,5
BANC,synapse_count_measurement,2.0,degree_distribution,metric_total_degree_mean,50.42320961443682,0.0,5
BANC,synapse_count_measurement,2.0,degree_distribution,metric_in_degree_mean,25.21160480721841,0.0,5
BANC,synapse_count_measurement,2.0,degree_distribution,metric_out_degree_mean,25.21160480721841,0.0,5
BANC,synapse_count_measurement,2.0,degree_distribution,metric_total_degree_std,111.71935962728317,1.4210854715202004e-14,5
BANC,synapse_count_measurement,2.0,degree_distribution,metric_in_degree_max,4707.0,0.0,5
BANC,synapse_count_measurement,2.0,degree_distribution,metric_out_degree_max,4782.0,0.0,5
BANC,synapse_count_measurement,2.0,assortativity,metric_degree_assortativity,-0.0464301869222043,0.0,5
BANC,synapse_count_measurement,2.0,connected_components,metric_wcc_count,4306.0,0.0,5
BANC,synapse_count_measurement,2.0,connected_components,metric_wcc_max_size,153952.0,0.0,5
BANC,synapse_count_measurement,2.0,connected_components,metric_scc_count,18345.0,0.0,5
BANC,synapse_count_measurement,2.0,connected_components,metric_scc_max_size,139405.0,0.0,5
BANC,synapse_count_measurement,2.0,reciprocity,metric_reciprocity,0.1299390807959521,0.0,5
BANC,synapse_count_measurement,3.0,basic_structure,metric_node_count,158262.0,0.0,5
BANC,synapse_count_measurement,3.0,basic_structure,metric_edge_count,3990039.0,0.0,5
BANC,synapse_count_measurement,3.0,basic_structure,metric_total_synapses,23556271.0,391.7764668787547,5
BANC,synapse_count_measurement,3.0,basic_structure,metric_weight_mean,5.903769612276973,9.818863095773195e-05,5
BANC,synapse_count_measurement,3.0,basic_structure,metric_weight_variance,89.57940262066879,0.05397509826276936,5
BANC,synapse_count_measurement,3.0,basic_structure,metric_weight_std,9.464639163155677,0.0028516536594116646,5
BANC,synapse_count_measurement,3.0,basic_structure,metric_weight_max,922.8,21.637005338077632,5
BANC,synapse_count_measurement,3.0,basic_structure,metric_density,0.0001593039650148,0.0,5
BANC,synapse_count_measurement,3.0,degree_distribution,metric_total_degree_mean,50.42320961443682,0.0,5
BANC,synapse_count_measurement,3.0,degree_distribution,metric_in_degree_mean,25.21160480721841,0.0,5
BANC,synapse_count_measurement,3.0,degree_distribution,metric_out_degree_mean,25.21160480721841,0.0,5
BANC,synapse_count_measurement,3.0,degree_distribution,metric_total_degree_std,111.71935962728317,1.4210854715202004e-14,5
BANC,synapse_count_measurement,3.0,degree_distribution,metric_in_degree_max,4707.0,0.0,5
BANC,synapse_count_measurement,3.0,degree_distribution,metric_out_degree_max,4782.0,0.0,5
BANC,synapse_count_measurement,3.0,assortativity,metric_degree_assortativity,-0.0464301869222043,0.0,5
BANC,synapse_count_measurement,3.0,connected_components,metric_wcc_count,4306.0,0.0,5
BANC,synapse_count_measurement,3.0,connected_components,metric_wcc_max_size,153952.0,0.0,5
BANC,synapse_count_measurement,3.0,connected_components,metric_scc_count,18345.0,0.0,5
BANC,synapse_count_measurement,3.0,connected_components,metric_scc_max_size,139405.0,0.0,5
BANC,synapse_count_measurement,3.0,reciprocity,metric_reciprocity,0.1299390807959521,0.0,5
BANC,synapse_count_measurement,5.0,basic_structure,metric_node_count,158262.0,0.0,5
BANC,synapse_count_measurement,5.0,basic_structure,metric_edge_count,3990039.0,0.0,5
BANC,synapse_count_measurement,5.0,basic_structure,metric_total_synapses,23556290.2,1071.1760639596089,5
BANC,synapse_count_measurement,5.0,basic_structure,metric_weight_mean,5.903774424260013,0.00026846255486716314,5
BANC,synapse_count_measurement,5.0,basic_structure,metric_weight_variance,89.79354765685812,0.08825623892982867,5
BANC,synapse_count_measurement,5.0,basic_structure,metric_weight_std,9.475944594742751,0.004657705848076492,5
BANC,synapse_count_measurement,5.0,basic_structure,metric_weight_max,929.4,36.019994447528724,5
BANC,synapse_count_measurement,5.0,basic_structure,metric_density,0.0001593039650148,0.0,5
BANC,synapse_count_measurement,5.0,degree_distribution,metric_total_degree_mean,50.42320961443682,0.0,5
BANC,synapse_count_measurement,5.0,degree_distribution,metric_in_degree_mean,25.21160480721841,0.0,5
BANC,synapse_count_measurement,5.0,degree_distribution,metric_out_degree_mean,25.21160480721841,0.0,5
BANC,synapse_count_measurement,5.0,degree_distribution,metric_total_degree_std,111.71935962728317,1.4210854715202004e-14,5
BANC,synapse_count_measurement,5.0,degree_distribution,metric_in_degree_max,4707.0,0.0,5
BANC,synapse_count_measurement,5.0,degree_distribution,metric_out_degree_max,4782.0,0.0,5
BANC,synapse_count_measurement,5.0,assortativity,metric_degree_assortativity,-0.0464301869222043,0.0,5
BANC,synapse_count_measurement,5.0,connected_components,metric_wcc_count,4306.0,0.0,5
BANC,synapse_count_measurement,5.0,connected_components,metric_wcc_max_size,153952.0,0.0,5
BANC,synapse_count_measurement,5.0,connected_components,metric_scc_count,18345.0,0.0,5
BANC,synapse_count_measurement,5.0,connected_components,metric_scc_max_size,139405.0,0.0,5
BANC,synapse_count_measurement,5.0,reciprocity,metric_reciprocity,0.1299390807959521,0.0,5
BANC,synapse_count_measurement,7.5,basic_structure,metric_node_count,158262.0,0.0,5
BANC,synapse_count_measurement,7.5,basic_structure,metric_edge_count,3990039.0,0.0,5
BANC,synapse_count_measurement,7.5,basic_structure,metric_total_synapses,23556356.2,1666.1759090804308,5
BANC,synapse_count_measurement,7.5,basic_structure,metric_weight_mean,5.903790965451717,0.0004175838654909442,5
BANC,synapse_count_measurement,7.5,basic_structure,metric_weight_variance,90.20591352408067,0.1314166442843409,5
BANC,synapse_count_measurement,7.5,basic_structure,metric_weight_std,9.497676854610829,0.0069202218479844325,5
BANC,synapse_count_measurement,7.5,basic_structure,metric_weight_max,951.0,42.42640687119285,5
BANC,synapse_count_measurement,7.5,basic_structure,metric_density,0.0001593039650148,0.0,5
BANC,synapse_count_measurement,7.5,degree_distribution,metric_total_degree_mean,50.42320961443682,0.0,5
BANC,synapse_count_measurement,7.5,degree_distribution,metric_in_degree_mean,25.21160480721841,0.0,5
BANC,synapse_count_measurement,7.5,degree_distribution,metric_out_degree_mean,25.21160480721841,0.0,5
BANC,synapse_count_measurement,7.5,degree_distribution,metric_total_degree_std,111.71935962728317,1.4210854715202004e-14,5
BANC,synapse_count_measurement,7.5,degree_distribution,metric_in_degree_max,4707.0,0.0,5
BANC,synapse_count_measurement,7.5,degree_distribution,metric_out_degree_max,4782.0,0.0,5
BANC,synapse_count_measurement,7.5,assortativity,metric_degree_assortativity,-0.0464301869222043,0.0,5
BANC,synapse_count_measurement,7.5,connected_components,metric_wcc_count,4306.0,0.0,5
BANC,synapse_count_measurement,7.5,connected_components,metric_wcc_max_size,153952.0,0.0,5
BANC,synapse_count_measurement,7.5,connected_components,metric_scc_count,18345.0,0.0,5
BANC,synapse_count_measurement,7.5,connected_components,metric_scc_max_size,139405.0,0.0,5
BANC,synapse_count_measurement,7.5,reciprocity,metric_reciprocity,0.1299390807959521,0.0,5
BANC,synapse_count_measurement,10.0,basic_structure,metric_node_count,158262.0,0.0,5
BANC,synapse_count_measurement,10.0,basic_structure,metric_edge_count,3990039.0,0.0,5
BANC,synapse_count_measurement,10.0,basic_structure,metric_total_synapses,23556146.4,1781.0234810355535,5
BANC,synapse_count_measurement,10.0,basic_structure,metric_weight_mean,5.903738384512031,0.0004463674367681813,5
BANC,synapse_count_measurement,10.0,basic_structure,metric_weight_variance,90.77620572434111,0.1733996999400504,5
BANC,synapse_count_measurement,10.0,basic_structure,metric_weight_std,9.52765043721254,0.009103330422941026,5
BANC,synapse_count_measurement,10.0,basic_structure,metric_weight_max,978.6,44.02544718682594,5
BANC,synapse_count_measurement,10.0,basic_structure,metric_density,0.0001593039650148,0.0,5
BANC,synapse_count_measurement,10.0,degree_distribution,metric_total_degree_mean,50.42320961443682,0.0,5
BANC,synapse_count_measurement,10.0,degree_distribution,metric_in_degree_mean,25.21160480721841,0.0,5
BANC,synapse_count_measurement,10.0,degree_distribution,metric_out_degree_mean,25.21160480721841,0.0,5
BANC,synapse_count_measurement,10.0,degree_distribution,metric_total_degree_std,111.71935962728317,1.4210854715202004e-14,5
BANC,synapse_count_measurement,10.0,degree_distribution,metric_in_degree_max,4707.0,0.0,5
BANC,synapse_count_measurement,10.0,degree_distribution,metric_out_degree_max,4782.0,0.0,5
BANC,synapse_count_measurement,10.0,assortativity,metric_degree_assortativity,-0.0464301869222043,0.0,5
BANC,synapse_count_measurement,10.0,connected_components,metric_wcc_count,4306.0,0.0,5
BANC,synapse_count_measurement,10.0,connected_components,metric_wcc_max_size,153952.0,0.0,5
BANC,synapse_count_measurement,10.0,connected_components,metric_scc_count,18345.0,0.0,5
BANC,synapse_count_measurement,10.0,connected_components,metric_scc_max_size,139405.0,0.0,5
BANC,synapse_count_measurement,10.0,reciprocity,metric_reciprocity,0.1299390807959521,0.0,5
BANC,synapse_count_measurement,15.0,basic_structure,metric_node_count,158262.0,0.0,5
BANC,synapse_count_measurement,15.0,basic_structure,metric_edge_count,3990039.0,0.0,5
BANC,synapse_count_measurement,15.0,basic_structure,metric_total_synapses,23556735.4,2710.1479369215253,5
BANC,synapse_count_measurement,15.0,basic_structure,metric_weight_mean,5.903886002116772,0.0006792284328353954,5
BANC,synapse_count_measurement,15.0,basic_structure,metric_weight_variance,92.36473928589717,0.26188631431492876,5
BANC,synapse_count_measurement,15.0,basic_structure,metric_weight_std,9.610647918839671,0.01363326812920923,5
BANC,synapse_count_measurement,15.0,basic_structure,metric_weight_max,1040.8,47.41898354035017,5
BANC,synapse_count_measurement,15.0,basic_structure,metric_density,0.0001593039650148,0.0,5
BANC,synapse_count_measurement,15.0,degree_distribution,metric_total_degree_mean,50.42320961443682,0.0,5
BANC,synapse_count_measurement,15.0,degree_distribution,metric_in_degree_mean,25.21160480721841,0.0,5
BANC,synapse_count_measurement,15.0,degree_distribution,metric_out_degree_mean,25.21160480721841,0.0,5
BANC,synapse_count_measurement,15.0,degree_distribution,metric_total_degree_std,111.71935962728317,1.4210854715202004e-14,5
BANC,synapse_count_measurement,15.0,degree_distribution,metric_in_degree_max,4707.0,0.0,5
BANC,synapse_count_measurement,15.0,degree_distribution,metric_out_degree_max,4782.0,0.0,5
BANC,synapse_count_measurement,15.0,assortativity,metric_degree_assortativity,-0.0464301869222043,0.0,5
BANC,synapse_count_measurement,15.0,connected_components,metric_wcc_count,4306.0,0.0,5
BANC,synapse_count_measurement,15.0,connected_components,metric_wcc_max_size,153952.0,0.0,5
BANC,synapse_count_measurement,15.0,connected_components,metric_scc_count,18345.0,0.0,5
BANC,synapse_count_measurement,15.0,connected_components,metric_scc_max_size,139405.0,0.0,5
BANC,synapse_count_measurement,15.0,reciprocity,metric_reciprocity,0.1299390807959521,0.0,5
BANC,synapse_count_measurement,20.0,basic_structure,metric_node_count,158262.0,0.0,5
BANC,synapse_count_measurement,20.0,basic_structure,metric_edge_count,3990039.0,0.0,5
BANC,synapse_count_measurement,20.0,basic_structure,metric_total_synapses,23560649.8,3507.701435413225,5
BANC,synapse_count_measurement,20.0,basic_structure,metric_weight_mean,5.904867045159207,0.0008791145739210186,5
BANC,synapse_count_measurement,20.0,basic_structure,metric_weight_variance,94.5468033143966,0.3509091445809338,5
BANC,synapse_count_measurement,20.0,basic_structure,metric_weight_std,9.723501280722669,0.018059849977701797,5
BANC,synapse_count_measurement,20.0,basic_structure,metric_weight_max,1109.0,50.73854550536505,5
BANC,synapse_count_measurement,20.0,basic_structure,metric_density,0.0001593039650148,0.0,5
BANC,synapse_count_measurement,20.0,degree_distribution,metric_total_degree_mean,50.42320961443682,0.0,5
BANC,synapse_count_measurement,20.0,degree_distribution,metric_in_degree_mean,25.21160480721841,0.0,5
BANC,synapse_count_measurement,20.0,degree_distribution,metric_out_degree_mean,25.21160480721841,0.0,5
BANC,synapse_count_measurement,20.0,degree_distribution,metric_total_degree_std,111.71935962728317,1.4210854715202004e-14,5
BANC,synapse_count_measurement,20.0,degree_distribution,metric_in_degree_max,4707.0,0.0,5
BANC,synapse_count_measurement,20.0,degree_distribution,metric_out_degree_max,4782.0,0.0,5
BANC,synapse_count_measurement,20.0,assortativity,metric_degree_assortativity,-0.0464301869222043,0.0,5
BANC,synapse_count_measurement,20.0,connected_components,metric_wcc_count,4306.0,0.0,5
BANC,synapse_count_measurement,20.0,connected_components,metric_wcc_max_size,153952.0,0.0,5
BANC,synapse_count_measurement,20.0,connected_components,metric_scc_count,18345.0,0.0,5
BANC,synapse_count_measurement,20.0,connected_components,metric_scc_max_size,139405.0,0.0,5
BANC,synapse_count_measurement,20.0,reciprocity,metric_reciprocity,0.1299390807959521,0.0,5
FAFB,false_synapses,0.0,basic_structure,metric_node_count,139255.0,0.0,5
FAFB,false_synapses,0.0,basic_structure,metric_edge_count,5342446.0,0.0,5
FAFB,false_synapses,0.0,basic_structure,metric_total_synapses,50666648.0,0.0,5
FAFB,false_synapses,0.0,basic_structure,metric_weight_mean,9.48379225545752,0.0,5
FAFB,false_synapses,0.0,basic_structure,metric_weight_variance,218.34257980101398,2.842170943040401e-14,5
FAFB,false_synapses,0.0,basic_structure,metric_weight_std,14.776419722010266,0.0,5
FAFB,false_synapses,0.0,basic_structure,metric_weight_max,2633.0,0.0,5
FAFB,false_synapses,0.0,basic_structure,metric_density,0.0002755000389527,0.0,5
FAFB,false_synapses,0.0,degree_distribution,metric_total_degree_mean,76.72896484865893,0.0,5
FAFB,false_synapses,0.0,degree_distribution,metric_in_degree_mean,38.364482424329466,0.0,5
FAFB,false_synapses,0.0,degree_distribution,metric_out_degree_mean,38.364482424329466,0.0,5
FAFB,false_synapses,0.0,degree_distribution,metric_total_degree_std,199.8282025654068,0.0,5
FAFB,false_synapses,0.0,degree_distribution,metric_in_degree_max,14786.0,0.0,5
FAFB,false_synapses,0.0,degree_distribution,metric_out_degree_max,14000.0,0.0,5
FAFB,false_synapses,0.0,assortativity,metric_degree_assortativity,-0.0358426018002618,0.0,5
FAFB,false_synapses,0.0,connected_components,metric_wcc_count,875.0,0.0,5
FAFB,false_synapses,0.0,connected_components,metric_wcc_max_size,136997.0,0.0,5
FAFB,false_synapses,0.0,connected_components,metric_scc_count,11120.0,0.0,5
FAFB,false_synapses,0.0,connected_components,metric_scc_max_size,127536.0,0.0,5
FAFB,false_synapses,0.0,reciprocity,metric_reciprocity,0.1647380244929008,0.0,5
FAFB,false_synapses,0.25,basic_structure,metric_node_count,139255.0,0.0,5
FAFB,false_synapses,0.25,basic_structure,metric_edge_count,5355802.0,0.0,5
FAFB,false_synapses,0.25,basic_structure,metric_total_synapses,50708414.0,167.77008076531405,5
FAFB,false_synapses,0.25,basic_structure,metric_weight_mean,9.467940375689766,3.132492216066812e-05,5
FAFB,false_synapses,0.25,basic_structure,metric_weight_variance,217.9049832120292,0.00038903535365851873,5
FAFB,false_synapses,0.25,basic_structure,metric_weight_std,14.761605035085296,1.3177265081813751e-05,5
FAFB,false_synapses,0.25,basic_structure,metric_weight_max,2633.0,0.0,5
FAFB,false_synapses,0.25,basic_structure,metric_density,0.0002761887831198,0.0,5
FAFB,false_synapses,0.25,degree_distribution,metric_total_degree_mean,76.92078560913433,0.0,5
FAFB,false_synapses,0.25,degree_distribution,metric_in_degree_mean,38.46039280456717,0.0,5
FAFB,false_synapses,0.25,degree_distribution,metric_out_degree_mean,38.46039280456717,0.0,5
FAFB,false_synapses,0.25,degree_distribution,metric_total_degree_std,199.79535094982052,0.00023888332007253562,5
FAFB,false_synapses,0.25,degree_distribution,metric_in_degree_max,14786.0,0.0,5
FAFB,false_synapses,0.25,degree_distribution,metric_out_degree_max,14000.0,0.0,5
FAFB,false_synapses,0.25,assortativity,metric_degree_assortativity,-0.03569331938618042,1.976169520722443e-07,5
FAFB,false_synapses,0.25,connected_components,metric_wcc_count,875.0,0.0,5
FAFB,false_synapses,0.25,connected_components,metric_wcc_max_size,136997.0,0.0,5
FAFB,false_synapses,0.25,connected_components,metric_scc_count,10645.4,13.2,5
FAFB,false_synapses,0.25,connected_components,metric_scc_max_size,127831.2,11.01635148313633,5
FAFB,false_synapses,0.25,reciprocity,metric_reciprocity,0.16470377358983768,4.128688838311362e-06,5
FAFB,false_synapses,0.5,basic_structure,metric_node_count,139255.0,0.0,5
FAFB,false_synapses,0.5,basic_structure,metric_edge_count,5369158.0,0.0,5
FAFB,false_synapses,0.5,basic_structure,metric_total_synapses,50749980.0,279.30485137211633,5
FAFB,false_synapses,0.5,basic_structure,metric_weight_mean,9.452130110531296,5.2020233223196994e-05,5
FAFB,false_synapses,0.5,basic_structure,metric_weight_variance,217.46951978664242,0.0006923112830991034,5
FAFB,false_synapses,0.5,basic_structure,metric_weight_std,14.746847791514345,2.3473215261411896e-05,5
FAFB,false_synapses,0.5,basic_structure,metric_weight_max,2633.0,0.0,5
FAFB,false_synapses,0.5,basic_structure,metric_density,0.0002768775272868,0.0,5
FAFB,false_synapses,0.5,degree_distribution,metric_total_degree_mean,77.11260636960971,0.0,5
FAFB,false_synapses,0.5,degree_distribution,metric_in_degree_mean,38.55630318480485,0.0,5
FAFB,false_synapses,0.5,degree_distribution,metric_out_degree_mean,38.55630318480485,0.0,5
FAFB,false_synapses,0.5,degree_distribution,metric_total_degree_std,199.79619855691018,0.0005501899219957316,5
FAFB,false_synapses,0.5,degree_distribution,metric_in_degree_max,14786.0,0.0,5
FAFB,false_synapses,0.5,degree_distribution,metric_out_degree_max,14000.0,0.0,5
FAFB,false_synapses,0.5,assortativity,metric_degree_assortativity,-0.03557492382444159,2.569316858974604e-07,5
FAFB,false_synapses,0.5,connected_components,metric_wcc_count,875.0,0.0,5
FAFB,false_synapses,0.5,connected_components,metric_wcc_max_size,136997.0,0.0,5
FAFB,false_synapses,0.5,connected_components,metric_scc_count,10476.4,15.869467539901898,5
FAFB,false_synapses,0.5,connected_components,metric_scc_max_size,127971.8,8.009993757800315,5
FAFB,false_synapses,0.5,reciprocity,metric_reciprocity,0.16479515037553372,8.032837219791531e-06,5
FAFB,false_synapses,0.75,basic_structure,metric_node_count,139255.0,0.0,5
FAFB,false_synapses,0.75,basic_structure,metric_edge_count,5382514.0,0.0,5
FAFB,false_synapses,0.75,basic_structure,metric_total_synapses,50791391.2,243.09784038530663,5
FAFB,false_synapses,0.75,basic_structure,metric_weight_mean,9.43636954776151,4.5164367502942415e-05,5
FAFB,false_synapses,0.75,basic_structure,metric_weight_variance,217.03604909915674,0.0005597257867598466,5
FAFB,false_synapses,0.75,basic_structure,metric_weight_std,14.732143397985094,1.8996746517190365e-05,5
FAFB,false_synapses,0.75,basic_structure,metric_weight_max,2633.0,0.0,5
FAFB,false_synapses,0.75,basic_structure,metric_density,0.0002775662714539,0.0,5
FAFB,false_synapses,0.75,degree_distribution,metric_total_degree_mean,77.3044271300851,0.0,5
FAFB,false_synapses,0.75,degree_distribution,metric_in_degree_mean,38.65221356504255,0.0,5
FAFB,false_synapses,0.75,degree_distribution,metric_out_degree_mean,38.65221356504255,0.0,5
FAFB,false_synapses,0.75,degree_distribution,metric_total_degree_std,199.82445798220678,0.0010480710222915152,5
FAFB,false_synapses,0.75,degree_distribution,metric_in_degree_max,14786.0,0.0,5
FAFB,false_synapses,0.75,degree_distribution,metric_out_degree_max,14000.0,0.0,5
FAFB,false_synapses,0.75,assortativity,metric_degree_assortativity,-0.03547783601513172,7.842062772467985e-07,5
FAFB,false_synapses,0.75,connected_components,metric_wcc_count,875.0,0.0,5
FAFB,false_synapses,0.75,connected_components,metric_wcc_max_size,136997.0,0.0,5
FAFB,false_synapses,0.75,connected_components,metric_scc_count,10413.0,14.7648230602334,5
FAFB,false_synapses,0.75,connected_components,metric_scc_max_size,128026.8,12.936769303036982,5
FAFB,false_synapses,0.75,reciprocity,metric_reciprocity,0.16497852118916922,9.518667943678502e-06,5
FAFB,false_synapses,1.0,basic_structure,metric_node_count,139255.0,0.0,5
FAFB,false_synapses,1.0,basic_structure,metric_edge_count,5395870.0,0.0,5
FAFB,false_synapses,1.0,basic_structure,metric_total_synapses,50833299.2,190.75995386873,5
FAFB,false_synapses,1.0,basic_structure,metric_weight_mean,9.420779077331366,3.535295584780102e-05,5
FAFB,false_synapses,1.0,basic_structure,metric_weight_variance,216.60310861050593,0.0004270694410575083,5
FAFB,false_synapses,1.0,basic_structure,metric_weight_std,14.717442325699647,1.4508956752231606e-05,5
FAFB,false_synapses,1.0,basic_structure,metric_weight_max,2633.0,0.0,5
FAFB,false_synapses,1.0,basic_structure,metric_density,0.0002782550156209,0.0,5
FAFB,false_synapses,1.0,degree_distribution,metric_total_degree_mean,77.49624789056048,0.0,5
FAFB,false_synapses,1.0,degree_distribution,metric_in_degree_mean,38.74812394528024,0.0,5
FAFB,false_synapses,1.0,degree_distribution,metric_out_degree_mean,38.74812394528024,0.0,5
FAFB,false_synapses,1.0,degree_distribution,metric_total_degree_std,199.85746168892396,0.0015289970368048348,5
FAFB,false_synapses,1.0,degree_distribution,metric_in_degree_max,14786.0,0.0,5
FAFB,false_synapses,1.0,degree_distribution,metric_out_degree_max,14000.0,0.0,5
FAFB,false_synapses,1.0,assortativity,metric_degree_assortativity,-0.03538264406822735,9.033842836791584e-07,5
FAFB,false_synapses,1.0,connected_components,metric_wcc_count,875.0,0.0,5
FAFB,false_synapses,1.0,connected_components,metric_wcc_max_size,136997.0,0.0,5
FAFB,false_synapses,1.0,connected_components,metric_scc_count,10361.6,8.73155198117723,5
FAFB,false_synapses,1.0,connected_components,metric_scc_max_size,128072.0,11.29601699715435,5
FAFB,false_synapses,1.0,reciprocity,metric_reciprocity,0.16510479311028617,1.4024240881811766e-05,5
FAFB,false_synapses,2.0,basic_structure,metric_node_count,139255.0,0.0,5
FAFB,false_synapses,2.0,basic_structure,metric_edge_count,5449295.0,0.0,5
FAFB,false_synapses,2.0,basic_structure,metric_total_synapses,50999979.4,213.09584697971005,5
FAFB,false_synapses,2.0,basic_structure,metric_weight_mean,9.359005045606818,3.910521397350565e-05,5
FAFB,false_synapses,2.0,basic_structure,metric_weight_variance,214.88989802556534,0.0004812106156794602,5
FAFB,false_synapses,2.0,basic_structure,metric_weight_std,14.659123371651386,1.6413349073012138e-05,5
FAFB,false_synapses,2.0,basic_structure,metric_weight_max,2633.0,0.0,5
FAFB,false_synapses,2.0,basic_structure,metric_density,0.0002810100438572,0.0,5
FAFB,false_synapses,2.0,degree_distribution,metric_total_degree_mean,78.26354529460343,0.0,5
FAFB,false_synapses,2.0,degree_distribution,metric_in_degree_mean,39.13177264730172,0.0,5
FAFB,false_synapses,2.0,degree_distribution,metric_out_degree_mean,39.13177264730172,0.0,5
FAFB,false_synapses,2.0,degree_distribution,metric_total_degree_std,200.0291795163542,0.002241828796013825,5
FAFB,false_synapses,2.0,degree_distribution,metric_in_degree_max,14786.0,0.0,5
FAFB,false_synapses,2.0,degree_distribution,metric_out_degree_max,14000.0,0.0,5
FAFB,false_synapses,2.0,assortativity,metric_degree_assortativity,-0.0350312203570338,5.415023952126892e-07,5
FAFB,false_synapses,2.0,connected_components,metric_wcc_count,875.0,0.0,5
FAFB,false_synapses,2.0,connected_components,metric_wcc_max_size,136997.0,0.0,5
FAFB,false_synapses,2.0,connected_components,metric_scc_count,9987.8,11.232096865679178,5
FAFB,false_synapses,2.0,connected_components,metric_scc_max_size,128189.8,8.51821577561874,5
FAFB,false_synapses,2.0,reciprocity,metric_reciprocity,0.1656027064051404,1.619385868798783e-05,5
FAFB,false_synapses,5.0,basic_structure,metric_node_count,139255.0,0.0,5
FAFB,false_synapses,5.0,basic_structure,metric_edge_count,5609568.0,0.0,5
FAFB,false_synapses,5.0,basic_structure,metric_total_synapses,51499584.6,922.2708062169157,5
FAFB,false_synapses,5.0,basic_structure,metric_weight_mean,9.180668564852052,0.0001644103086396556,5
FAFB,false_synapses,5.0,basic_structure,metric_weight_variance,209.90445813442503,0.0019872763036313744,5
FAFB,false_synapses,5.0,basic_structure,metric_weight_std,14.488079863450551,6.858314985687205e-05,5
FAFB,false_synapses,5.0,basic_structure,metric_weight_max,2633.0,0.0,5
FAFB,false_synapses,5.0,basic_structure,metric_density,0.0002892750254299,0.0,5
FAFB,false_synapses,5.0,degree_distribution,metric_total_degree_mean,80.56540878244947,0.0,5
FAFB,false_synapses,5.0,degree_distribution,metric_in_degree_mean,40.28270439122473,0.0,5
FAFB,false_synapses,5.0,degree_distribution,metric_out_degree_mean,40.28270439122473,0.0,5
FAFB,false_synapses,5.0,degree_distribution,metric_total_degree_std,200.89326015639264,0.004845428565190321,5
FAFB,false_synapses,5.0,degree_distribution,metric_in_degree_max,14786.0,0.0,5
FAFB,false_synapses,5.0,degree_distribution,metric_out_degree_max,14000.0,0.0,5
FAFB,false_synapses,5.0,assortativity,metric_degree_assortativity,-0.033909366807802,3.558131979045473e-06,5
FAFB,false_synapses,5.0,connected_components,metric_wcc_count,875.0,0.0,5
FAFB,false_synapses,5.0,connected_components,metric_wcc_max_size,136997.0,0.0,5
FAFB,false_synapses,5.0,connected_components,metric_scc_count,9731.2,7.02566722810012,5
FAFB,false_synapses,5.0,connected_components,metric_scc_max_size,128403.6,5.4626001134990645,5
FAFB,false_synapses,5.0,reciprocity,metric_reciprocity,0.16710513180337588,2.491698667591873e-05,5
FAFB,false_synapses,10.0,basic_structure,metric_node_count,139255.0,0.0,5
FAFB,false_synapses,10.0,basic_structure,metric_edge_count,5876691.0,0.0,5
FAFB,false_synapses,10.0,basic_structure,metric_total_synapses,52332945.6,954.7369480647537,5
FAFB,false_synapses,10.0,basic_structure,metric_weight_mean,8.905172247443332,0.00016246165538854598,5
FAFB,false_synapses,10.0,basic_structure,metric_weight_variance,202.07316917986842,0.00175007142688082,5
FAFB,false_synapses,10.0,basic_structure,metric_weight_std,14.21524425312767,6.155611549934192e-05,5
FAFB,false_synapses,10.0,basic_structure,metric_weight_max,2633.0,0.0,5
FAFB,false_synapses,10.0,basic_structure,metric_density,0.0003030500634753,0.0,5
FAFB,false_synapses,10.0,degree_distribution,metric_total_degree_mean,84.40186707838139,0.0,5
FAFB,false_synapses,10.0,degree_distribution,metric_in_degree_mean,42.20093353919069,0.0,5
FAFB,false_synapses,10.0,degree_distribution,metric_out_degree_mean,42.20093353919069,0.0,5
FAFB,false_synapses,10.0,degree_distribution,metric_total_degree_std,202.11939010416603,0.010139287898630164,5
FAFB,false_synapses,10.0,degree_distribution,metric_in_degree_max,14786.0,0.0,5
FAFB,false_synapses,10.0,degree_distribution,metric_out_degree_max,14000.0,0.0,5
FAFB,false_synapses,10.0,assortativity,metric_degree_assortativity,-0.03244128732830094,1.1847365548766941e-05,5
FAFB,false_synapses,10.0,connected_components,metric_wcc_count,875.0,0.0,5
