rate,analysis,metric,metric_type,baseline_mean,mean,std,ci_lower,ci_upper,preservation_pct,change_pct
10,basic_structure,node_count,preservation,158262.0,158262.0,0.0,158262.0,158262.0,100.0,+0.0000%
10,basic_structure,edge_count,preservation,3990039.0,4389043.0,0.0,4389043.0,4389043.0,90.9091,+10.0000%
10,basic_structure,total_synapses,preservation,23556214.0,24736087.2,517.490772864599,24735633.599338025,24736540.800661974,95.2302,+5.0088%
10,basic_structure,weight_mean,similarity,5.903755326702321,5.635872603663258,0.00011790514990716366,5.635769255242663,5.635975952083853,,-4.5375%
10,basic_structure,weight_median,similarity,4.0,3.0,0.0,3.0,3.0,,-25.0000%
10,basic_structure,weight_variance,similarity,89.45748753848277,82.1824461913184,0.0005706908110343406,82.18194595876695,82.18294642386986,,-8.1324%
10,basic_structure,weight_std,similarity,9.45819684392764,9.06545344649267,3.147610293942172e-05,9.06542585647198,9.06548103651336,,-4.1524%
10,basic_structure,weight_max,similarity,913.0,913.0,0.0,913.0,913.0,,+0.0000%
10,basic_structure,weight_min,similarity,1.0,1.0,0.0,1.0,1.0,,+0.0000%
10,basic_structure,density,preservation,0.00015930396501487044,0.00017523436550889905,0.0,0.00017523436550889905,0.00017523436550889905,90.9091,+10.0000%
10,degree_distribution,in_degree_mean,similarity,25.21160480721841,27.73276591980387,0.0,27.73276591980387,27.73276591980387,,+10.0000%
10,degree_distribution,in_degree_median,similarity,9.0,10.0,0.0,10.0,10.0,,+11.1111%
10,degree_distribution,in_degree_variance,similarity,3727.29660036276,3877.133391901064,0.4076624721949608,3876.7760599891803,3877.4907238129476,,+4.0200%
10,degree_distribution,in_degree_std,similarity,61.05158966286431,62.26663137932153,0.0032735217392648253,62.26376201100468,62.26950074763838,,+1.9902%
10,degree_distribution,in_degree_max,similarity,4707.0,4707.0,0.0,4707.0,4707.0,,+0.0000%
10,degree_distribution,in_degree_min,similarity,0.0,0.0,0.0,0.0,0.0,,—
10,degree_distribution,out_degree_mean,similarity,25.21160480721841,27.73276591980387,0.0,27.73276591980387,27.73276591980387,,+10.0000%
10,degree_distribution,out_degree_median,similarity,11.0,12.0,0.0,12.0,12.0,,+9.0909%
10,degree_distribution,out_degree_variance,similarity,3364.863849607683,3570.678151856076,0.22883279829336234,3570.4775710646295,3570.8787326475226,,+6.1166%
10,degree_distribution,out_degree_std,similarity,58.007446501356036,59.75515165174458,0.0019147725693206643,59.75347327958701,59.756830023902154,,+3.0129%
10,degree_distribution,out_degree_max,similarity,4782.0,4782.0,0.0,4782.0,4782.0,,+0.0000%
10,degree_distribution,out_degree_min,similarity,0.0,0.0,0.0,0.0,0.0,,—
10,degree_distribution,total_degree_mean,similarity,50.42320961443682,55.46553183960774,0.0,55.46553183960774,55.46553183960774,,+10.0000%
10,degree_distribution,total_degree_median,similarity,21.0,23.0,0.0,23.0,23.0,,+9.5238%
10,degree_distribution,total_degree_variance,similarity,12481.215315530224,13015.892132515608,0.86660919364915,13015.132516065372,13016.651748965844,,+4.2839%
10,degree_distribution,total_degree_std,similarity,111.71935962728317,114.08721278467551,0.003797989643330659,114.08388369997155,114.09054186937948,,+2.1195%
10,degree_distribution,total_degree_max,similarity,9489.0,9489.0,0.0,9489.0,9489.0,,+0.0000%
10,degree_distribution,total_degree_min,similarity,0.0,0.0,0.0,0.0,0.0,,—
10,assortativity,degree_assortativity,similarity,-0.046430186922204346,-0.037024038333034845,1.2630379945471567e-05,-0.037035109349185615,-0.037012967316884075,,+20.2587%
10,connected_components,wcc_count,change,4306.0,4306.0,0.0,4306.0,4306.0,,+0.0000%
10,connected_components,wcc_max_size,preservation,153952.0,153952.0,0.0,153952.0,153952.0,100.0,+0.0000%
10,connected_components,scc_count,change,18345.0,18206.8,5.718391382198319,18201.7876089538,18211.812391046198,,-0.7533%
10,connected_components,scc_max_size,preservation,139405.0,139579.8,8.871302046486749,139572.02396090544,139587.57603909454,99.8748,+0.1254%
10,reciprocity,reciprocity,preservation,0.12993908079595212,0.13402274709999423,4.593722036266753e-05,0.13398248135100232,0.13406301284898614,96.953,+3.1428%
