rate,analysis,metric,metric_type,baseline_mean,mean,std,ci_lower,ci_upper,preservation_pct,change_pct
0,basic_structure,node_count,preservation,158262.0,158262.0,0.0,158262.0,158262.0,100.0,+0.0000%
0,basic_structure,edge_count,preservation,3990039.0,3990039.0,0.0,3990039.0,3990039.0,100.0,+0.0000%
0,basic_structure,total_synapses,preservation,23556214.0,23556214.0,0.0,23556214.0,23556214.0,100.0,+0.0000%
0,basic_structure,weight_mean,similarity,5.903755326702321,5.903755326702321,0.0,5.903755326702321,5.903755326702321,,+0.0000%
0,basic_structure,weight_median,similarity,4.0,4.0,0.0,4.0,4.0,,+0.0000%
0,basic_structure,weight_variance,similarity,89.45748753848277,89.45748753848277,0.0,89.45748753848277,89.45748753848277,,+0.0000%
0,basic_structure,weight_std,similarity,9.45819684392764,9.45819684392764,0.0,9.45819684392764,9.45819684392764,,+0.0000%
0,basic_structure,weight_max,similarity,913.0,913.0,0.0,913.0,913.0,,+0.0000%
0,basic_structure,weight_min,similarity,1.0,1.0,0.0,1.0,1.0,,+0.0000%
0,basic_structure,density,preservation,0.00015930396501487044,0.00015930396501487044,0.0,0.00015930396501487044,0.00015930396501487044,100.0,+0.0000%
0,degree_distribution,in_degree_mean,similarity,25.21160480721841,25.21160480721841,0.0,25.21160480721841,25.21160480721841,,+0.0000%
0,degree_distribution,in_degree_median,similarity,9.0,9.0,0.0,9.0,9.0,,+0.0000%
0,degree_distribution,in_degree_variance,similarity,3727.29660036276,3727.29660036276,5.084229945850415e-13,3727.2966003627594,3727.2966003627603,,+0.0000%
0,degree_distribution,in_degree_std,similarity,61.05158966286431,61.05158966286431,7.944109290391274e-15,61.0515896628643,61.051589662864316,,+0.0000%
0,degree_distribution,in_degree_max,similarity,4707.0,4707.0,0.0,4707.0,4707.0,,+0.0000%
0,degree_distribution,in_degree_min,similarity,0.0,0.0,0.0,0.0,0.0,,—
0,degree_distribution,out_degree_mean,similarity,25.21160480721841,25.21160480721841,0.0,25.21160480721841,25.21160480721841,,+0.0000%
0,degree_distribution,out_degree_median,similarity,11.0,11.0,0.0,11.0,11.0,,+0.0000%
0,degree_distribution,out_degree_variance,similarity,3364.863849607683,3364.863849607683,5.084229945850415e-13,3364.8638496076824,3364.8638496076833,,+0.0000%
0,degree_distribution,out_degree_std,similarity,58.007446501356036,58.007446501356036,0.0,58.007446501356036,58.007446501356036,,+0.0000%
0,degree_distribution,out_degree_max,similarity,4782.0,4782.0,0.0,4782.0,4782.0,,+0.0000%
0,degree_distribution,out_degree_min,similarity,0.0,0.0,0.0,0.0,0.0,,—
0,degree_distribution,total_degree_mean,similarity,50.42320961443682,50.42320961443682,0.0,50.42320961443682,50.42320961443682,,+0.0000%
0,degree_distribution,total_degree_median,similarity,21.0,21.0,0.0,21.0,21.0,,+0.0000%
0,degree_distribution,total_degree_variance,similarity,12481.215315530224,12481.215315530224,0.0,12481.215315530224,12481.215315530224,,+0.0000%
0,degree_distribution,total_degree_std,similarity,111.71935962728317,111.71935962728317,1.5888218580782548e-14,111.71935962728315,111.71935962728318,,+0.0000%
0,degree_distribution,total_degree_max,similarity,9489.0,9489.0,0.0,9489.0,9489.0,,+0.0000%
0,degree_distribution,total_degree_min,similarity,0.0,0.0,0.0,0.0,0.0,,—
0,assortativity,degree_assortativity,similarity,-0.046430186922204346,-0.046430186922204346,0.0,-0.046430186922204346,-0.046430186922204346,,+0.0000%
0,connected_components,wcc_count,change,4306.0,4306.0,0.0,4306.0,4306.0,,+0.0000%
0,connected_components,wcc_max_size,preservation,153952.0,153952.0,0.0,153952.0,153952.0,100.0,+0.0000%
0,connected_components,scc_count,change,18345.0,18345.0,0.0,18345.0,18345.0,,+0.0000%
0,connected_components,scc_max_size,preservation,139405.0,139405.0,0.0,139405.0,139405.0,100.0,+0.0000%
0,reciprocity,reciprocity,preservation,0.12993908079595212,0.12993908079595212,0.0,0.12993908079595212,0.12993908079595212,100.0,+0.0000%
