dataset,error_model,error_rate,error_rate_percent,analysis_name,metric_name,category,real_n,null_n,real_baseline_mean,null_baseline_mean,real_perturbed_mean,null_perturbed_mean,real_mean_relative_change,real_std_relative_change,null_mean_relative_change,null_std_relative_change,effect_difference,cohens_d,test_name,p_value_raw,p_value_adjusted,is_significant,interpretation
BANC,merge_errors,0.02,2.0%,degree_distribution,out_degree_std,secondary_emergent,5,5,58.00744650135605,58.00744650135605,57.75526272458412,58.875090101892724,-0.004347437992569126,0.0010190625626262586,0.01495745206637238,0.002850163283808454,-0.019304890058941506,-9.019637854080301,welch_t_test,3.0263088627723505e-05,7.309027542219144e-05,True,"At 2.0% error rate, the secondary change in out degree std was significantly less in Real (-0.43%) than Null (+1.50%) (difference = -1.93%, d = -9.02, p_adj = 0.0001). Suggests connectome biological organization significantly shapes this secondary effect."
BANC,merge_errors,0.02,2.0%,degree_distribution,out_degree_variance,secondary_emergent,5,5,3364.863849607683,3364.863849607683,3335.673167883683,3466.298101896745,-0.008675144977233524,0.0020294560992728788,0.03014512824965822,0.005787986575492127,-0.038820273226891744,-8.950909944501841,welch_t_test,3.31798083172282e-05,7.956018553485902e-05,True,"At 2.0% error rate, the secondary change in out degree variance was significantly less in Real (-0.87%) than Null (+3.01%) (difference = -3.88%, d = -8.95, p_adj = 0.0001). Suggests connectome biological organization significantly shapes this secondary effect."
BANC,merge_errors,0.02,2.0%,degree_distribution,total_degree_max,secondary_emergent,5,5,9489.0,9489.0,9372.4,9448.2,-0.012287912319527873,0.0029438139353739567,-0.00429971546000628,0.0009670203180064765,-0.007988196859521592,-3.645874412448647,welch_t_test,0.0024335188049663926,0.004388205068793845,True,"At 2.0% error rate, the secondary change in total degree max was significantly less in Real (-1.23%) than Null (-0.43%) (difference = -0.80%, d = -3.65, p_adj = 0.0044). Suggests connectome biological organization significantly shapes this secondary effect."
BANC,merge_errors,0.02,2.0%,degree_distribution,total_degree_std,secondary_emergent,5,5,111.71935962728317,111.71935962728317,111.13868759067086,113.87228770131625,-0.0051975954619640705,0.0009932066258454457,0.01927085942146164,0.004334855195135374,-0.02446845488342571,-7.781021706844374,welch_t_test,0.00013829196902580252,0.0002984429912201996,True,"At 2.0% error rate, the secondary change in total degree std was significantly less in Real (-0.52%) than Null (+1.93%) (difference = -2.45%, d = -7.78, p_adj = 0.0003). Suggests connectome biological organization significantly shapes this secondary effect."
BANC,merge_errors,0.02,2.0%,degree_distribution,total_degree_variance,secondary_emergent,5,5,12481.215315530224,12481.215315530224,12351.817729146489,12967.08553364102,-0.010367386757820571,0.001976194850876102,0.03892811764141545,0.008840859078520006,-0.049295504399236016,-7.695561646910459,welch_t_test,0.0001491255469543568,0.00031975958625789973,True,"At 2.0% error rate, the secondary change in total degree variance was significantly less in Real (-1.04%) than Null (+3.89%) (difference = -4.93%, d = -7.70, p_adj = 0.0003). Suggests connectome biological organization significantly shapes this secondary effect."
BANC,merge_errors,0.02,2.0%,reciprocity,reciprocity,secondary_emergent,5,5,0.1299390807959521,0.0039814147180015,0.13049689468483003,0.00454275138055024,0.004292887755254324,0.0008349216106083375,0.14098924686512904,0.014909368479463243,-0.1366963591098747,-12.94591626309018,welch_t_test,3.204058451278487e-05,7.710485985270892e-05,True,"At 2.0% error rate, the secondary change in reciprocity was significantly less in Real (+0.43%) than Null (+14.10%) (difference = -13.67%, d = -12.95, p_adj = 0.0001). Suggests connectome biological organization significantly shapes this secondary effect."
BANC,merge_errors,0.03,3.0%,basic_structure,edge_count,secondary_emergent,5,5,3990039.0,3990039.0,3935522.8,3987820.2,-0.013663074471201913,0.0010373548267521879,-0.00055608479014862,5.41958064574364e-05,-0.013106989681053293,-17.844267952181138,welch_t_test,8.937633218493727e-06,2.376910833714733e-05,True,"At 3.0% error rate, the secondary change in edge count was significantly less in Real (-1.37%) than Null (-0.06%) (difference = -1.31%, d = -17.84, p_adj = 0.0000). Suggests connectome biological organization significantly shapes this secondary effect."
BANC,merge_errors,0.03,3.0%,basic_structure,node_count,secondary_emergent,5,5,158262.0,158262.0,156498.0,157458.0,-0.011146074231337908,0.0,-0.0050801834931948,0.0,-0.006065890738143107,0.0,welch_t_test,0.0,0.0,True,"At 3.0% error rate, the secondary change in node count was significantly less in Real (-1.11%) than Null (-0.51%) (difference = -0.61%, d = 0.00, p_adj = 0.0000). Suggests connectome biological organization significantly shapes this secondary effect."
BANC,merge_errors,0.03,3.0%,basic_structure,total_synapses,secondary_emergent,5,5,23556214.0,23556214.0,23552105.2,23556179.2,-0.00017442531299809044,2.953280629497244e-05,-1.4773171953693407e-06,8.763977049899032e-07,-0.0001729479958027211,-8.278176322781452,welch_t_test,0.00019462737960070412,0.0004094519401033681,True,"At 3.0% error rate, the secondary change in total synapses was significantly less in Real (-0.02%) than Null (-0.00%) (difference = -0.02%, d = -8.28, p_adj = 0.0004). Suggests connectome biological organization significantly shapes this secondary effect."
BANC,merge_errors,0.03,3.0%,basic_structure,weight_mean,secondary_emergent,5,5,5.903755326702321,5.903755326702321,5.984497357882816,5.907031429256259,0.013676385065502936,0.001054022120541279,0.00055491841593098,5.446861249553119e-05,0.013121466649571955,17.58201044748681,welch_t_test,9.493648507900555e-06,2.490686608543322e-05,True,"At 3.0% error rate, the secondary change in weight mean was significantly greater in Real (+1.37%) than Null (+0.06%) (difference = +1.31%, d = 17.58, p_adj = 0.0000). Suggests connectome biological organization significantly shapes this secondary effect."
BANC,merge_errors,0.03,3.0%,basic_structure,weight_std,secondary_emergent,5,5,9.45819684392764,9.45819684392764,9.686997020185927,9.462721544095118,0.0241906760912025,0.002022131194019012,0.00047838930000497997,5.216775361369725e-05,0.023712286791197523,16.57809530806512,welch_t_test,1.2441473613820171e-05,3.213647045423048e-05,True,"At 3.0% error rate, the secondary change in weight std was significantly greater in Real (+2.42%) than Null (+0.05%) (difference = +2.37%, d = 16.58, p_adj = 0.0000). Suggests connectome biological organization significantly shapes this secondary effect."
BANC,merge_errors,0.03,3.0%,basic_structure,weight_variance,secondary_emergent,5,5,89.45748753848277,89.45748753848277,93.83820390346668,89.54309921584687,0.048969812203807125,0.004143844641204327,0.00095700963351202,0.00010438620326065679,0.0480128025702951,16.380638980460148,welch_t_test,1.3057108068318272e-05,3.308789885494289e-05,True,"At 3.0% error rate, the secondary change in weight variance was significantly greater in Real (+4.90%) than Null (+0.10%) (difference = +4.80%, d = 16.38, p_adj = 0.0000). Suggests connectome biological organization significantly shapes this secondary effect."
BANC,merge_errors,0.03,3.0%,connected_components,scc_count,secondary_emergent,5,5,18345.0,16976.0,18323.8,16975.4,-0.0011556282365767238,0.00019426033994227813,-3.53440150800977e-05,5.2687746877910245e-05,-0.0011202842214966262,-7.871284233779536,welch_t_test,0.00010432807251007807,0.00022959039641198102,True,"At 3.0% error rate, the secondary change in scc count was significantly less in Real (-0.12%) than Null (-0.00%) (difference = -0.11%, d = -7.87, p_adj = 0.0002). Suggests connectome biological organization significantly shapes this secondary effect."
BANC,merge_errors,0.03,3.0%,connected_components,scc_max_size,secondary_emergent,5,5,139405.0,141287.0,137663.4,140483.6,-0.012493095656540295,3.271548151355007e-05,-0.0056862981024439,6.330569627774958e-06,-0.006806797554096395,-288.88317124769316,welch_t_test,3.07130475040667e-11,2.140315497939648e-10,True,"At 3.0% error rate, the secondary change in scc max size was significantly less in Real (-1.25%) than Null (-0.57%) (difference = -0.68%, d = -288.88, p_adj = 0.0000). Suggests connectome biological organization significantly shapes this secondary effect."
BANC,merge_errors,0.03,3.0%,connected_components,wcc_max_size,secondary_emergent,5,5,153952.0,153958.0,152188.0,153154.0,-0.011458116815630847,0.0,-0.0052222034580859,0.0,-0.006235913357544947,0.0,welch_t_test,0.0,0.0,True,"At 3.0% error rate, the secondary change in wcc max size was significantly less in Real (-1.15%) than Null (-0.52%) (difference = -0.62%, d = 0.00, p_adj = 0.0000). Suggests connectome biological organization significantly shapes this secondary effect."
BANC,merge_errors,0.03,3.0%,degree_distribution,in_degree_max,secondary_emergent,5,5,4707.0,4707.0,4615.6,4678.4,-0.019417888251540262,0.006528460736736857,-0.0060760569364775195,0.0012074163788725778,-0.013341831315062742,-2.84194901004781,welch_t_test,0.009334424689567758,0.01609466525082688,True,"At 3.0% error rate, the secondary change in in degree max was significantly less in Real (-1.94%) than Null (-0.61%) (difference = -1.33%, d = -2.84, p_adj = 0.0161). Suggests connectome biological organization significantly shapes this secondary effect."
BANC,merge_errors,0.03,3.0%,degree_distribution,in_degree_mean,secondary_emergent,5,5,25.21160480721841,25.21160480721841,25.14743191606282,25.326246999199785,-0.002545371135486535,0.0010490475890520224,0.0045471993099206,5.447253694042384e-05,-0.007092570445407134,-9.54857941001293,welch_t_test,0.00010827026531269294,0.0002367085212228483,True,"At 3.0% error rate, the secondary change in in degree mean was significantly less in Real (-0.25%) than Null (+0.45%) (difference = -0.71%, d = -9.55, p_adj = 0.0002). Suggests connectome biological organization significantly shapes this secondary effect."
BANC,merge_errors,0.03,3.0%,degree_distribution,in_degree_std,secondary_emergent,5,5,61.05158966286431,61.05158966286431,60.45541558816931,62.67461912967258,-0.009765086838641655,0.001017048983280012,0.02658455702416388,0.005685226029977181,-0.036349643862805536,-8.900757725733316,welch_t_test,9.925060003862252e-05,0.0002204938034140233,True,"At 3.0% error rate, the secondary change in in degree std was significantly less in Real (-0.98%) than Null (+2.66%) (difference = -3.63%, d = -8.90, p_adj = 0.0002). Suggests connectome biological organization significantly shapes this secondary effect."
BANC,merge_errors,0.03,3.0%,degree_distribution,in_degree_variance,secondary_emergent,5,5,3727.29660036276,3727.29660036276,3654.860358316858,3928.2042613828526,-0.019433989245409688,0.002014853315881808,0.053901710156508374,0.011690248003674486,-0.07333569940191806,-8.742792244584162,welch_t_test,0.00010999853321051914,0.00023970364403204334,True,"At 3.0% error rate, the secondary change in in degree variance was significantly less in Real (-1.94%) than Null (+5.39%) (difference = -7.33%, d = -8.74, p_adj = 0.0002). Suggests connectome biological organization significantly shapes this secondary effect."
BANC,merge_errors,0.03,3.0%,degree_distribution,out_degree_max,secondary_emergent,5,5,4782.0,4782.0,4685.0,4747.4,-0.02028439983270598,0.006213993290716697,-0.00723546633207856,0.0017964643743132367,-0.013048933500627418,-2.8529161282418873,welch_t_test,0.007485917674250322,0.013213928559560594,True,"At 3.0% error rate, the secondary change in out degree max was significantly less in Real (-2.03%) than Null (-0.72%) (difference = -1.30%, d = -2.85, p_adj = 0.0132). Suggests connectome biological organization significantly shapes this secondary effect."
BANC,merge_errors,0.03,3.0%,degree_distribution,out_degree_mean,secondary_emergent,5,5,25.21160480721841,25.21160480721841,25.14743191606282,25.326246999199785,-0.002545371135486535,0.0010490475890520224,0.0045471993099206,5.447253694042384e-05,-0.007092570445407134,-9.54857941001293,welch_t_test,0.00010827026531269294,0.0002367085212228483,True,"At 3.0% error rate, the secondary change in out degree mean was significantly less in Real (-0.25%) than Null (+0.45%) (difference = -0.71%, d = -9.55, p_adj = 0.0002). Suggests connectome biological organization significantly shapes this secondary effect."
BANC,merge_errors,0.03,3.0%,degree_distribution,out_degree_std,secondary_emergent,5,5,58.00744650135605,58.00744650135605,57.6075028370207,59.1975021435623,-0.006894695223758967,0.001144319776204878,0.02051556677604218,0.003179648393234964,-0.02741026199980115,-11.471022633925733,welch_t_test,9.064817651406295e-06,2.3875444916499256e-05,True,"At 3.0% error rate, the secondary change in out degree std was significantly less in Real (-0.69%) than Null (+2.05%) (difference = -2.74%, d = -11.47, p_adj = 0.0000). Suggests connectome biological organization significantly shapes this secondary effect."
BANC,merge_errors,0.03,3.0%,degree_distribution,out_degree_variance,secondary_emergent,5,5,3364.863849607683,3364.863849607683,3318.6279080619024,3504.371475497092,-0.013740806051088943,0.002272993720455391,0.04146011016335028,0.00649424593197045,-0.05520091621443922,-11.345906982048863,welch_t_test,1.0475892931775064e-05,2.7164233997509757e-05,True,"At 3.0% error rate, the secondary change in out degree variance was significantly less in Real (-1.37%) than Null (+4.15%) (difference = -5.52%, d = -11.35, p_adj = 0.0000). Suggests connectome biological organization significantly shapes this secondary effect."
BANC,merge_errors,0.03,3.0%,degree_distribution,total_degree_max,secondary_emergent,5,5,9489.0,9489.0,9300.6,9425.8,-0.019854568447676257,0.006340475682028643,-0.0066603435556960204,0.0012366492074364626,-0.013194224891980237,-2.8884831077929807,welch_t_test,0.008649174858171248,0.014990409274913382,True,"At 3.0% error rate, the secondary change in total degree max was significantly less in Real (-1.99%) than Null (-0.67%) (difference = -1.32%, d = -2.89, p_adj = 0.0150). Suggests connectome biological organization significantly shapes this secondary effect."
BANC,merge_errors,0.03,3.0%,degree_distribution,total_degree_std,secondary_emergent,5,5,111.71935962728317,111.71935962728317,110.80119985258636,114.66752475105518,-0.008218448241736648,0.0010498917355159817,0.026389026338923344,0.004966624616745648,-0.03460747458065999,-9.641193334070882,welch_t_test,6.035007692950309e-05,0.00013732721587019582,True,"At 3.0% error rate, the secondary change in total degree std was significantly less in Real (-0.82%) than Null (+2.64%) (difference = -3.46%, d = -9.64, p_adj = 0.0001). Suggests connectome biological organization significantly shapes this secondary effect."
BANC,merge_errors,0.03,3.0%,degree_distribution,total_degree_variance,secondary_emergent,5,5,12481.215315530224,12481.215315530224,12276.916894934675,13148.887535439828,-0.016368471773845938,0.0020828360658793673,0.05349416727703016,0.010206279747317847,-0.0698626390508761,-9.48489227629646,welch_t_test,6.727282227789381e-05,0.00015153373098959917,True,"At 3.0% error rate, the secondary change in total degree variance was significantly less in Real (-1.64%) than Null (+5.35%) (difference = -6.99%, d = -9.48, p_adj = 0.0002). Suggests connectome biological organization significantly shapes this secondary effect."
BANC,merge_errors,0.03,3.0%,reciprocity,reciprocity,secondary_emergent,5,5,0.1299390807959521,0.0039814147180015,0.1304386793723014,0.00479109160780668,0.003844867712538915,0.0006968124933069648,0.20336411731848955,0.01780396273990299,-0.19951924960595063,-15.836191868265619,welch_t_test,1.4711787140062488e-05,3.700069773196167e-05,True,"At 3.0% error rate, the secondary change in reciprocity was significantly less in Real (+0.38%) than Null (+20.34%) (difference = -19.95%, d = -15.84, p_adj = 0.0000). Suggests connectome biological organization significantly shapes this secondary effect."
BANC,merge_errors,0.05,5.0%,basic_structure,edge_count,secondary_emergent,5,5,3990039.0,3990039.0,3891822.8,3986183.0,-0.024615348371281588,0.001212735080709648,-0.0009664065940207199,7.00988530824984e-05,-0.023648941777260866,-27.53191798880519,welch_t_test,1.5494328880199663e-06,4.648298664059898e-06,True,"At 5.0% error rate, the secondary change in edge count was significantly less in Real (-2.46%) than Null (-0.10%) (difference = -2.36%, d = -27.53, p_adj = 0.0000). Suggests connectome biological organization significantly shapes this secondary effect."
BANC,merge_errors,0.05,5.0%,basic_structure,node_count,secondary_emergent,5,5,158262.0,158262.0,155322.0,156922.0,-0.01857679038556318,0.0,-0.008466972488658,0.0,-0.010109817896905182,0.0,welch_t_test,0.0,0.0,True,"At 5.0% error rate, the secondary change in node count was significantly less in Real (-1.86%) than Null (-0.85%) (difference = -1.01%, d = 0.00, p_adj = 0.0000). Suggests connectome biological organization significantly shapes this secondary effect."
BANC,merge_errors,0.05,5.0%,basic_structure,total_synapses,secondary_emergent,5,5,23556214.0,23556214.0,23548416.8,23556153.2,-0.0003310039550498225,3.228729234302061e-05,-2.581059927541837e-06,7.708217890553301e-07,-0.00032842289512228064,-14.381131813460245,welch_t_test,2.1951584245847228e-05,5.3793442712350894e-05,True,"At 5.0% error rate, the secondary change in total synapses was significantly less in Real (-0.03%) than Null (-0.00%) (difference = -0.03%, d = -14.38, p_adj = 0.0001). Suggests connectome biological organization significantly shapes this secondary effect."
BANC,merge_errors,0.05,5.0%,basic_structure,weight_mean,secondary_emergent,5,5,5.903755326702321,5.903755326702321,6.050749786808216,5.909451044511777,0.02489846749594254,0.0012770942433876274,0.00096476183281092,7.037833708806446e-05,0.023933705663131622,26.463271882568776,welch_t_test,1.828420131649697e-06,5.388603824112984e-06,True,"At 5.0% error rate, the secondary change in weight mean was significantly greater in Real (+2.49%) than Null (+0.10%) (difference = +2.39%, d = 26.46, p_adj = 0.0000). Suggests connectome biological organization significantly shapes this secondary effect."
BANC,merge_errors,0.05,5.0%,basic_structure,weight_std,secondary_emergent,5,5,9.45819684392764,9.45819684392764,9.936773954393523,9.465910792088417,0.05059919119500461,0.0021751876701831744,0.0008155833810678999,7.55974039112836e-05,0.04978360781393671,32.34763278339293,welch_t_test,8.507983738177395e-07,2.684830717377678e-06,True,"At 5.0% error rate, the secondary change in weight std was significantly greater in Real (+5.06%) than Null (+0.08%) (difference = +4.98%, d = 32.35, p_adj = 0.0000). Suggests connectome biological organization significantly shapes this secondary effect."
BANC,merge_errors,0.05,5.0%,basic_structure,weight_variance,secondary_emergent,5,5,89.45748753848277,89.45748753848277,98.73981523100159,89.60346753277324,0.10376244569271813,0.004574798619274855,0.00163183651036126,0.00015132016860682716,0.10213060918235686,31.554513733838586,welch_t_test,9.421407774230561e-07,2.91801935229641e-06,True,"At 5.0% error rate, the secondary change in weight variance was significantly greater in Real (+10.38%) than Null (+0.16%) (difference = +10.21%, d = 31.55, p_adj = 0.0000). Suggests connectome biological organization significantly shapes this secondary effect."
BANC,merge_errors,0.05,5.0%,connected_components,scc_count,secondary_emergent,5,5,18345.0,16976.0,18310.4,16974.0,-0.0018860724993186155,0.00030980152059706335,-0.00011781338360033541,5.890669180015575e-05,-0.0017682591157182801,-7.929852383041445,welch_t_test,0.00015325519047054885,0.0003275646083859335,True,"At 5.0% error rate, the secondary change in scc count was significantly less in Real (-0.19%) than Null (-0.01%) (difference = -0.18%, d = -7.93, p_adj = 0.0003). Suggests connectome biological organization significantly shapes this secondary effect."
BANC,merge_errors,0.05,5.0%,connected_components,scc_max_size,secondary_emergent,5,5,139405.0,141287.0,136501.0,139949.0,-0.020831390552706143,4.8120253452166955e-05,-0.009470085712061201,7.077792011999685e-06,-0.011361304840644942,-330.344898391659,welch_t_test,3.300271330393337e-11,2.276166515498085e-10,True,"At 5.0% error rate, the secondary change in scc max size was significantly less in Real (-2.08%) than Null (-0.95%) (difference = -1.14%, d = -330.34, p_adj = 0.0000). Suggests connectome biological organization significantly shapes this secondary effect."
BANC,merge_errors,0.05,5.0%,connected_components,wcc_max_size,secondary_emergent,5,5,153952.0,153958.0,151012.0,152618.0,-0.019096861359384744,0.0,-0.0087036724301432,0.0,-0.010393188929241544,0.0,welch_t_test,0.0,0.0,True,"At 5.0% error rate, the secondary change in wcc max size was significantly less in Real (-1.91%) than Null (-0.87%) (difference = -1.04%, d = 0.00, p_adj = 0.0000). Suggests connectome biological organization significantly shapes this secondary effect."
BANC,merge_errors,0.05,5.0%,degree_distribution,in_degree_max,secondary_emergent,5,5,4707.0,4707.0,4555.2,4661.2,-0.032249840662842574,0.00693868144114837,-0.00973018908009344,0.001167506408670825,-0.022519651582749135,-4.526237566796153,welch_t_test,0.0016323576095098255,0.0030334645576724256,True,"At 5.0% error rate, the secondary change in in degree max was significantly less in Real (-3.22%) than Null (-0.97%) (difference = -2.25%, d = -4.53, p_adj = 0.0030). Suggests connectome biological organization significantly shapes this secondary effect."
BANC,merge_errors,0.05,5.0%,degree_distribution,in_degree_mean,secondary_emergent,5,5,25.21160480721841,25.21160480721841,25.056481374177515,25.402320898280674,-0.006152858345474387,0.001235690239265991,0.007564615284135261,7.069744641635317e-05,-0.013717473629609647,-15.673640611758275,welch_t_test,1.4882002583183512e-05,3.7149476597573764e-05,True,"At 5.0% error rate, the secondary change in in degree mean was significantly less in Real (-0.62%) than Null (+0.76%) (difference = -1.37%, d = -15.67, p_adj = 0.0000). Suggests connectome biological organization significantly shapes this secondary effect."
BANC,merge_errors,0.05,5.0%,degree_distribution,in_degree_std,secondary_emergent,5,5,61.05158966286431,61.05158966286431,59.942060037750096,63.751344085138825,-0.018173640215450343,0.000912188520762943,0.04422087020473923,0.005228907633981686,-0.06239451042018957,-16.624189954201263,welch_t_test,7.337562058379449e-06,2.0200942457019964e-05,True,"At 5.0% error rate, the secondary change in in degree std was significantly less in Real (-1.82%) than Null (+4.42%) (difference = -6.24%, d = -16.62, p_adj = 0.0000). Suggests connectome biological organization significantly shapes this secondary effect."
BANC,merge_errors,0.05,5.0%,degree_distribution,in_degree_variance,secondary_emergent,5,5,3727.29660036276,3727.29660036276,3593.0530427199506,4064.315400491352,-0.03601633356190216,0.0017914402802186012,0.09041909895117875,0.01092366666273745,-0.12643543251308093,-16.15297001271736,welch_t_test,8.797892276576434e-06,2.3637710574416203e-05,True,"At 5.0% error rate, the secondary change in in degree variance was significantly less in Real (-3.60%) than Null (+9.04%) (difference = -12.64%, d = -16.15, p_adj = 0.0000). Suggests connectome biological organization significantly shapes this secondary effect."
BANC,merge_errors,0.05,5.0%,degree_distribution,out_degree_max,secondary_emergent,5,5,4782.0,4782.0,4624.4,5376.8,-0.032956921790046,0.007123207151565201,0.12438310330405689,0.07526856954419703,-0.1573400250941029,-2.9430957635740103,welch_t_test,0.00923398682238189,0.015962628382877223,True,"At 5.0% error rate, the secondary change in out degree max was significantly less in Real (-3.30%) than Null (+12.44%) (difference = -15.73%, d = -2.94, p_adj = 0.0160). Suggests connectome biological organization significantly shapes this secondary effect."
BANC,merge_errors,0.05,5.0%,degree_distribution,out_degree_mean,secondary_emergent,5,5,25.21160480721841,25.21160480721841,25.056481374177515,25.402320898280674,-0.006152858345474387,0.001235690239265991,0.007564615284135261,7.069744641635317e-05,-0.013717473629609647,-15.673640611758275,welch_t_test,1.4882002583183512e-05,3.7149476597573764e-05,True,"At 5.0% error rate, the secondary change in out degree mean was significantly less in Real (-0.62%) than Null (+0.76%) (difference = -1.37%, d = -15.67, p_adj = 0.0000). Suggests connectome biological organization significantly shapes this secondary effect."
BANC,merge_errors,0.05,5.0%,degree_distribution,out_degree_std,secondary_emergent,5,5,58.00744650135605,58.00744650135605,57.276770945985106,60.41575515298039,-0.012596237197820031,0.0013115138824268222,0.041517232646468,0.0070613655019869945,-0.054113469844288026,-10.655339373370298,welch_t_test,4.511558466631279e-05,0.00010553260888728412,True,"At 5.0% error rate, the secondary change in out degree std was significantly less in Real (-1.26%) than Null (+4.15%) (difference = -5.41%, d = -10.66, p_adj = 0.0001). Suggests connectome biological organization significantly shapes this secondary effect."
BANC,merge_errors,0.05,5.0%,degree_distribution,out_degree_variance,secondary_emergent,5,5,3364.863849607683,3364.863849607683,3280.6331202363363,3650.197696154166,-0.025032433149165024,0.0025895668319519775,0.08479803620575929,0.014740403944219002,-0.10983046935492431,-10.378342910915926,welch_t_test,5.2952598759626465e-05,0.0001225788531840488,True,"At 5.0% error rate, the secondary change in out degree variance was significantly less in Real (-2.50%) than Null (+8.48%) (difference = -10.98%, d = -10.38, p_adj = 0.0001). Suggests connectome biological organization significantly shapes this secondary effect."
BANC,merge_errors,0.05,5.0%,degree_distribution,total_degree_max,secondary_emergent,5,5,9489.0,9489.0,9179.6,9394.0,-0.03260617557171462,0.00701290685787375,-0.01001159237011274,0.0011829457435263786,-0.022594583201601882,-4.492922851742196,welch_t_test,0.001678993465179862,0.0031114865047238995,True,"At 5.0% error rate, the secondary change in total degree max was significantly less in Real (-3.26%) than Null (-1.00%) (difference = -2.26%, d = -4.49, p_adj = 0.0031). Suggests connectome biological organization significantly shapes this secondary effect."
BANC,merge_errors,0.05,5.0%,degree_distribution,total_degree_std,secondary_emergent,5,5,111.71935962728317,111.71935962728317,110.02511330428815,117.05687437001367,-0.015165199018749626,0.0010848820018050896,0.047776095034356404,0.006476010893128446,-0.06294129405310603,-13.55604541171598,welch_t_test,1.7997722604947884e-05,4.442980229782337e-05,True,"At 5.0% error rate, the secondary change in total degree std was significantly less in Real (-1.52%) than Null (+4.78%) (difference = -6.29%, d = -13.56, p_adj = 0.0000). Suggests connectome biological organization significantly shapes this secondary effect."
BANC,merge_errors,0.05,5.0%,degree_distribution,total_degree_variance,secondary_emergent,5,5,12481.215315530224,12481.215315530224,12105.537309623829,13702.73059420359,-0.03009947320105454,0.0021365640360005195,0.09786829629911514,0.013605789378094823,-0.1279677695001697,-13.140202800976772,welch_t_test,2.1611821333080835e-05,5.3155545852320147e-05,True,"At 5.0% error rate, the secondary change in total degree variance was significantly less in Real (-3.01%) than Null (+9.79%) (difference = -12.80%, d = -13.14, p_adj = 0.0001). Suggests connectome biological organization significantly shapes this secondary effect."
BANC,merge_errors,0.05,5.0%,reciprocity,reciprocity,secondary_emergent,5,5,0.1299390807959521,0.0039814147180015,0.1302528388424457,0.0053761751826705,0.002414654964246715,0.0012380602025876218,0.3503178049658576,0.020791600733317307,-0.34790315000161093,-23.622009773371087,welch_t_test,2.855436006152452e-06,8.233994345327545e-06,True,"At 5.0% error rate, the secondary change in reciprocity was significantly less in Real (+0.24%) than Null (+35.03%) (difference = -34.79%, d = -23.62, p_adj = 0.0000). Suggests connectome biological organization significantly shapes this secondary effect."
BANC,merge_errors,0.075,7.5%,basic_structure,edge_count,secondary_emergent,5,5,3990039.0,3990039.0,3832715.2,3984691.2,-0.03942913841193031,0.0010041697313549706,-0.0013402876513236798,4.49911825551257e-05,-0.038088850760606634,-53.58833572154427,welch_t_test,1.1020071606484328e-07,4.098744982476543e-07,True,"At 7.5% error rate, the secondary change in edge count was significantly less in Real (-3.94%) than Null (-0.13%) (difference = -3.81%, d = -53.59, p_adj = 0.0000). Suggests connectome biological organization significantly shapes this secondary effect."
BANC,merge_errors,0.075,7.5%,basic_structure,node_count,secondary_emergent,5,5,158262.0,158262.0,153851.0,156252.0,-0.027871504214530336,0.0,-0.012700458732986999,1.939479807224432e-18,-0.015171045481543338,0.0,welch_t_test,6.410475573606349e-65,8.254196867297927e-64,True,"At 7.5% error rate, the secondary change in node count was significantly less in Real (-2.79%) than Null (-1.27%) (difference = -1.52%, d = 0.00, p_adj = 0.0000). Suggests connectome biological organization significantly shapes this secondary effect."
BANC,merge_errors,0.075,7.5%,basic_structure,total_synapses,secondary_emergent,5,5,23556214.0,23556214.0,23545149.8,23556140.4,-0.0004696934745116512,3.0358749060255066e-05,-3.1244409649190655e-06,6.343644988967459e-07,-0.00046656903354673214,-21.729625672353365,welch_t_test,4.245094933866226e-06,1.193264080149792e-05,True,"At 7.5% error rate, the secondary change in total synapses was significantly less in Real (-0.05%) than Null (-0.00%) (difference = -0.05%, d = -21.73, p_adj = 0.0000). Suggests connectome biological organization significantly shapes this secondary effect."
BANC,merge_errors,0.075,7.5%,basic_structure,weight_mean,secondary_emergent,5,5,5.903755326702321,5.903755326702321,6.143208994369712,5.911660215586119,0.04055955140694225,0.001093756269781875,0.0013389594328282,4.533715179880901e-05,0.03922059197411405,50.668238936375715,welch_t_test,1.3905278220813772e-07,5.055777787893704e-07,True,"At 7.5% error rate, the secondary change in weight mean was significantly greater in Real (+4.06%) than Null (+0.13%) (difference = +3.92%, d = 50.67, p_adj = 0.0000). Suggests connectome biological organization significantly shapes this secondary effect."
BANC,merge_errors,0.075,7.5%,basic_structure,weight_std,secondary_emergent,5,5,9.45819684392764,9.45819684392764,10.212324411607767,9.468860565173285,0.07973269959636045,0.0008531844014110015,0.0011274581637082802,4.749746864291034e-05,0.07860524143265217,130.09231633538445,welch_t_test,3.016663973810425e-09,1.5524216911378265e-08,True,"At 7.5% error rate, the secondary change in weight std was significantly greater in Real (+7.97%) than Null (+0.11%) (difference = +7.86%, d = 130.09, p_adj = 0.0000). Suggests connectome biological organization significantly shapes this secondary effect."
