dataset,error_model,error_rate,error_rate_percent,analysis_name,metric_name,category,real_n,null_n,real_baseline_mean,null_baseline_mean,real_perturbed_mean,null_perturbed_mean,real_mean_relative_change,real_std_relative_change,null_mean_relative_change,null_std_relative_change,effect_difference,cohens_d,test_name,p_value_raw,p_value_adjusted,is_significant,interpretation
BANC,merge_errors,0.2,20.0%,basic_structure,weight_std,secondary_emergent,5,5,9.45819684392764,9.45819684392764,11.958707160567979,9.48302992636445,0.26437494988759075,0.00538087237004344,0.0026255620227181803,7.324561239491949e-05,0.26174938786487256,68.78721864274443,welch_t_test,4.262594904221152e-08,1.7388268237341162e-07,True,"At 20.0% error rate, the secondary change in weight std was significantly greater in Real (+26.44%) than Null (+0.26%) (difference = +26.17%, d = 68.79, p_adj = 0.0000). Suggests connectome biological organization significantly shapes this secondary effect."
BANC,merge_errors,0.2,20.0%,basic_structure,weight_variance,secondary_emergent,5,5,89.45748753848277,89.45748753848277,143.01274905868476,89.92785696826954,0.5986671769332179,0.01359116171815761,0.005258021913307339,0.00014687191027397333,0.5934091550199105,61.742939706947155,welch_t_test,6.579592554455574e-08,2.604584271556674e-07,True,"At 20.0% error rate, the secondary change in weight variance was significantly greater in Real (+59.87%) than Null (+0.53%) (difference = +59.34%, d = 61.74, p_adj = 0.0000). Suggests connectome biological organization significantly shapes this secondary effect."
BANC,merge_errors,0.2,20.0%,connected_components,scc_count,secondary_emergent,5,5,18345.0,16976.0,18169.6,16969.2,-0.009561188334696102,0.00018725063000618912,-0.00040056550424123993,0.00011330928405789373,-0.009160622830454863,-59.192150500363866,welch_t_test,1.557790518735767e-11,1.1327846272111175e-10,True,"At 20.0% error rate, the secondary change in scc count was significantly less in Real (-0.96%) than Null (-0.04%) (difference = -0.92%, d = -59.19, p_adj = 0.0000). Suggests connectome biological organization significantly shapes this secondary effect."
BANC,merge_errors,0.2,20.0%,connected_components,scc_max_size,secondary_emergent,5,5,139405.0,141287.0,127828.8,135933.8,-0.08304006312542592,2.5563688076045667e-05,-0.0378888361986594,1.3614404765944307e-05,-0.04515122692676652,-2204.6584709769686,welch_t_test,1.8986667160615027e-20,2.2682286304377594e-19,True,"At 20.0% error rate, the secondary change in scc max size was significantly less in Real (-8.30%) than Null (-3.79%) (difference = -4.52%, d = -2204.66, p_adj = 0.0000). Suggests connectome biological organization significantly shapes this secondary effect."
BANC,merge_errors,0.2,20.0%,connected_components,wcc_max_size,secondary_emergent,5,5,153952.0,153958.0,142191.0,148598.0,-0.0763939409686136,0.0,-0.0348146897205731,0.0,-0.0415792512480405,0.0,welch_t_test,0.0,0.0,True,"At 20.0% error rate, the secondary change in wcc max size was significantly less in Real (-7.64%) than Null (-3.48%) (difference = -4.16%, d = 0.00, p_adj = 0.0000). Suggests connectome biological organization significantly shapes this secondary effect."
BANC,merge_errors,0.2,20.0%,degree_distribution,in_degree_max,secondary_emergent,5,5,4707.0,4707.0,4011.8,4543.6,-0.1476949224559167,0.010038550032728384,-0.034714255364350924,0.0021592650855783904,-0.11298066709156578,-15.56062051972557,welch_t_test,7.459160444581409e-06,2.031336978252762e-05,True,"At 20.0% error rate, the secondary change in in degree max was significantly less in Real (-14.77%) than Null (-3.47%) (difference = -11.30%, d = -15.56, p_adj = 0.0000). Suggests connectome biological organization significantly shapes this secondary effect."
BANC,merge_errors,0.2,20.0%,degree_distribution,in_degree_mean,secondary_emergent,5,5,25.21160480721841,25.21160480721841,23.918892021214873,26.01002210566245,-0.05127451409334392,0.0016165466471543977,0.03166864245846984,6.203219555499535e-05,-0.08294315655181377,-72.50831284697489,welch_t_test,3.324955961572705e-08,1.373083665612432e-07,True,"At 20.0% error rate, the secondary change in in degree mean was significantly less in Real (-5.13%) than Null (+3.17%) (difference = -8.29%, d = -72.51, p_adj = 0.0000). Suggests connectome biological organization significantly shapes this secondary effect."
BANC,merge_errors,0.2,20.0%,degree_distribution,in_degree_median,secondary_emergent,5,5,9.0,9.0,9.0,8.0,0.0,0.0,-0.11111111111111112,1.5515838457795457e-17,0.11111111111111112,0.0,welch_t_test,9.126038082997564e-65,1.1100580868227947e-63,True,"At 20.0% error rate, the secondary change in in degree median was significantly greater in Real (+0.00%) than Null (-11.11%) (difference = +11.11%, d = 0.00, p_adj = 0.0000). Suggests connectome biological organization significantly shapes this secondary effect."
BANC,merge_errors,0.2,20.0%,degree_distribution,in_degree_std,secondary_emergent,5,5,61.05158966286431,61.05158966286431,55.78645907534995,67.0227183395921,-0.08624067967090066,0.002333631775606287,0.09780463882597061,0.00477603387879825,-0.18404531849687128,-48.96455849734994,welch_t_test,5.622532917816311e-10,3.214935488905224e-09,True,"At 20.0% error rate, the secondary change in in degree std was significantly less in Real (-8.62%) than Null (+9.78%) (difference = -18.40%, d = -48.96, p_adj = 0.0000). Suggests connectome biological organization significantly shapes this secondary effect."
BANC,merge_errors,0.2,20.0%,degree_distribution,in_degree_variance,secondary_emergent,5,5,3727.29660036276,3727.29660036276,3112.1452547662716,4492.11279082642,-0.1650395478418912,0.004261909671196365,0.20519327342750904,0.010496674466155738,-0.37023282126940027,-46.217031377769445,welch_t_test,3.810718062694399e-09,1.9025152118974273e-08,True,"At 20.0% error rate, the secondary change in in degree variance was significantly less in Real (-16.50%) than Null (+20.52%) (difference = -37.02%, d = -46.22, p_adj = 0.0000). Suggests connectome biological organization significantly shapes this secondary effect."
BANC,merge_errors,0.2,20.0%,degree_distribution,out_degree_max,secondary_emergent,5,5,4782.0,4782.0,4030.0,4782.0,-0.15725637808448348,0.012199816704534593,1.3877787807814457e-17,0.07470911954902773,-0.1572563780844835,-2.937886672060847,welch_t_test,0.008556222618627866,0.014906544093390735,True,"At 20.0% error rate, the secondary change in out degree max was significantly less in Real (-15.73%) than Null (+0.00%) (difference = -15.73%, d = -2.94, p_adj = 0.0149). Suggests connectome biological organization significantly shapes this secondary effect."
BANC,merge_errors,0.2,20.0%,degree_distribution,out_degree_mean,secondary_emergent,5,5,25.21160480721841,25.21160480721841,23.918892021214873,26.01002210566245,-0.05127451409334392,0.0016165466471543977,0.03166864245846984,6.203219555499535e-05,-0.08294315655181377,-72.50831284697489,welch_t_test,3.324955961572705e-08,1.373083665612432e-07,True,"At 20.0% error rate, the secondary change in out degree mean was significantly less in Real (-5.13%) than Null (+3.17%) (difference = -8.29%, d = -72.51, p_adj = 0.0000). Suggests connectome biological organization significantly shapes this secondary effect."
BANC,merge_errors,0.2,20.0%,degree_distribution,out_degree_std,secondary_emergent,5,5,58.00744650135605,58.00744650135605,53.774629426568346,64.03458658417253,-0.07297023623835511,0.0014740267612211345,0.10390286844768444,0.005192444917240369,-0.17687310468603956,-46.342019629958195,welch_t_test,2.7350183435829602e-08,1.1507718690924531e-07,True,"At 20.0% error rate, the secondary change in out degree std was significantly less in Real (-7.30%) than Null (+10.39%) (difference = -17.69%, d = -46.34, p_adj = 0.0000). Suggests connectome biological organization significantly shapes this secondary effect."
BANC,merge_errors,0.2,20.0%,degree_distribution,out_degree_variance,secondary_emergent,5,5,3364.863849607683,3364.863849607683,2891.716618784265,4100.5008563847505,-0.14061407889611438,0.002733016698618982,0.21862311215440067,0.011489363235600273,-0.35923719105051505,-43.01781441135798,welch_t_test,6.895776088875187e-08,2.7136907079161766e-07,True,"At 20.0% error rate, the secondary change in out degree variance was significantly less in Real (-14.06%) than Null (+21.86%) (difference = -35.92%, d = -43.02, p_adj = 0.0000). Suggests connectome biological organization significantly shapes this secondary effect."
BANC,merge_errors,0.2,20.0%,degree_distribution,total_degree_max,secondary_emergent,5,5,9489.0,9489.0,8041.8,9166.0,-0.15251343661081254,0.010948247484008721,-0.034039414058383344,0.0015253572374465338,-0.1184740225524292,-15.157194063995542,welch_t_test,1.300151356056057e-05,3.308789885494289e-05,True,"At 20.0% error rate, the secondary change in total degree max was significantly less in Real (-15.25%) than Null (-3.40%) (difference = -11.85%, d = -15.16, p_adj = 0.0000). Suggests connectome biological organization significantly shapes this secondary effect."
BANC,merge_errors,0.2,20.0%,degree_distribution,total_degree_median,secondary_emergent,5,5,21.0,21.0,20.0,20.0,-0.047619047619047616,0.0,-0.0476190476190476,0.0,-1.3877787807814457e-17,0.0,welch_t_test,0.0,0.0,True,"At 20.0% error rate, the secondary change in total degree median was significantly less in Real (-4.76%) than Null (-4.76%) (difference = -0.00%, d = 0.00, p_adj = 0.0000). Suggests connectome biological organization significantly shapes this secondary effect."
BANC,merge_errors,0.2,20.0%,degree_distribution,total_degree_std,secondary_emergent,5,5,111.71935962728317,111.71935962728317,103.04656202485482,123.84111980379878,-0.07763021226904998,0.0018338655699387581,0.1085018766394303,0.0045502485158410945,-0.18613208890848026,-53.65594291822021,welch_t_test,1.835053694869831e-09,1.0062712474327187e-08,True,"At 20.0% error rate, the secondary change in total degree std was significantly less in Real (-7.76%) than Null (+10.85%) (difference = -18.61%, d = -53.66, p_adj = 0.0000). Suggests connectome biological organization significantly shapes this secondary effect."
BANC,merge_errors,0.2,20.0%,degree_distribution,total_degree_variance,secondary_emergent,5,5,12481.215315530224,12481.215315530224,10618.62752523228,15336.829690728473,-0.14923128423081916,0.003381286517759247,0.2287929743223837,0.010096286110863804,-0.3780242585532029,-50.20988767805834,welch_t_test,8.617611396211983e-09,4.031595821025047e-08,True,"At 20.0% error rate, the secondary change in total degree variance was significantly less in Real (-14.92%) than Null (+22.88%) (difference = -37.80%, d = -50.21, p_adj = 0.0000). Suggests connectome biological organization significantly shapes this secondary effect."
BANC,merge_errors,0.2,20.0%,reciprocity,reciprocity,secondary_emergent,5,5,0.1299390807959521,0.0039814147180015,0.13350490910294538,0.00863579234760414,0.0274423082351401,0.001409611552670222,1.1690260772278935,0.016285038501516275,-1.1415837689927535,-98.76728207114151,welch_t_test,7.95309900454044e-09,3.7734916553457826e-08,True,"At 20.0% error rate, the secondary change in reciprocity was significantly less in Real (+2.74%) than Null (+116.90%) (difference = -114.16%, d = -98.77, p_adj = 0.0000). Suggests connectome biological organization significantly shapes this secondary effect."
BANC,missed_synapses,0.005,0.5%,basic_structure,weight_std,secondary_emergent,5,5,9.45819684392764,9.45819684392764,9.41782273640122,9.416637446648588,-0.004268689708265096,2.9542253222411158e-05,-0.00439400849494204,3.87661833881995e-05,0.0001253187866769442,3.636202172056408,welch_t_test,0.0005511100676743501,0.0010812100741177135,True,"At 0.5% error rate, the secondary change in weight std was significantly greater in Real (-0.43%) than Null (-0.44%) (difference = +0.01%, d = 3.64, p_adj = 0.0011). Suggests connectome biological organization significantly shapes this secondary effect."
BANC,missed_synapses,0.005,0.5%,basic_structure,weight_variance,secondary_emergent,5,5,89.45748753848277,89.45748753848277,88.69538515673462,88.67306090917502,-0.008519157006508954,5.883216681007047e-05,-0.00876870847697694,7.719148525919756e-05,0.0002495514704679864,3.636264449652521,welch_t_test,0.0005509341716649436,0.0010812100741177135,True,"At 0.5% error rate, the secondary change in weight variance was significantly greater in Real (-0.85%) than Null (-0.88%) (difference = +0.02%, d = 3.64, p_adj = 0.0011). Suggests connectome biological organization significantly shapes this secondary effect."
BANC,missed_synapses,0.005,0.5%,connected_components,scc_count,secondary_emergent,5,5,18345.0,16976.0,18345.0,16981.4,0.0,0.0,0.00031809613572098,0.00015360985874655797,-0.00031809613572098,-2.9285611805509384,welch_t_test,0.009803819680560159,0.01673151879156823,True,"At 0.5% error rate, the secondary change in scc count was significantly less in Real (+0.00%) than Null (+0.03%) (difference = -0.03%, d = -2.93, p_adj = 0.0167). Suggests connectome biological organization significantly shapes this secondary effect."
BANC,missed_synapses,0.005,0.5%,connected_components,scc_max_size,secondary_emergent,5,5,139405.0,141287.0,139405.0,141281.6,0.0,0.0,-3.822007686482125e-05,1.845662348327206e-05,3.822007686482125e-05,2.928561180551858,welch_t_test,0.009803819680549466,0.01673151879156823,True,"At 0.5% error rate, the secondary change in scc max size was significantly greater in Real (+0.00%) than Null (-0.00%) (difference = +0.00%, d = 2.93, p_adj = 0.0167). Suggests connectome biological organization significantly shapes this secondary effect."
BANC,missed_synapses,0.005,0.5%,degree_distribution,in_degree_std,secondary_emergent,5,5,61.05158966286431,61.05158966286431,60.99917196775823,61.013431146670314,-0.000858580348120742,5.625818152009655e-05,-0.00062502084556204,6.752209924491202e-06,-0.00023355950255870206,-5.829363099758448,welch_t_test,0.0006728046041211818,0.0013046558845132483,True,"At 0.5% error rate, the secondary change in in degree std was significantly less in Real (-0.09%) than Null (-0.06%) (difference = -0.02%, d = -5.83, p_adj = 0.0013). Suggests connectome biological organization significantly shapes this secondary effect."
BANC,missed_synapses,0.005,0.5%,degree_distribution,in_degree_variance,secondary_emergent,5,5,3727.29660036276,3727.29660036276,3720.898990189607,3722.6387804254277,-0.0017164210040409925,0.00011241869406544746,-0.00124965100359288,1.3495935741114379e-05,-0.0004667700004481125,-5.83004860649361,welch_t_test,0.0006724484809049503,0.0013046558845132483,True,"At 0.5% error rate, the secondary change in in degree variance was significantly less in Real (-0.17%) than Null (-0.12%) (difference = -0.05%, d = -5.83, p_adj = 0.0013). Suggests connectome biological organization significantly shapes this secondary effect."
BANC,missed_synapses,0.005,0.5%,degree_distribution,total_degree_std,secondary_emergent,5,5,111.71935962728317,111.71935962728317,111.62084308547551,111.63666197070968,-0.0008818215762810777,5.082274785826648e-05,-0.0007402267328541999,2.3906479096605847e-05,-0.0001415948434268778,-3.56532508967793,welch_t_test,0.0015969856578586994,0.0029759983429177433,True,"At 0.5% error rate, the secondary change in total degree std was significantly less in Real (-0.09%) than Null (-0.07%) (difference = -0.01%, d = -3.57, p_adj = 0.0030). Suggests connectome biological organization significantly shapes this secondary effect."
BANC,missed_synapses,0.005,0.5%,degree_distribution,total_degree_variance,secondary_emergent,5,5,12481.215315530224,12481.215315530224,12459.212636903048,12462.744301669107,-0.001762863476908293,0.00010155607008314346,-0.00147990507287648,4.7777778616742085e-05,-0.00028295840403181304,-3.5654570525458578,welch_t_test,0.001596281196459635,0.0029759983429177433,True,"At 0.5% error rate, the secondary change in total degree variance was significantly less in Real (-0.18%) than Null (-0.15%) (difference = -0.03%, d = -3.57, p_adj = 0.0030). Suggests connectome biological organization significantly shapes this secondary effect."
BANC,missed_synapses,0.01,1.0%,basic_structure,weight_std,secondary_emergent,5,5,9.45819684392764,9.45819684392764,9.37744183180769,9.375069613762971,-0.008538098059546747,4.7917972417996354e-05,-0.008788908873052,5.938857423592161e-05,0.00025081081350525336,4.64817886509309,welch_t_test,9.98649064789971e-05,0.0002204938034140233,True,"At 1.0% error rate, the secondary change in weight std was significantly greater in Real (-0.85%) than Null (-0.88%) (difference = +0.03%, d = 4.65, p_adj = 0.0002). Suggests connectome biological organization significantly shapes this secondary effect."
BANC,missed_synapses,0.01,1.0%,basic_structure,weight_variance,secondary_emergent,5,5,89.45748753848277,89.45748753848277,87.93641547326175,87.89193051531524,-0.01700329516371322,9.501664156173688e-05,-0.01750057000532304,0.00011773080313006355,0.000497274841609819,4.648372063685507,welch_t_test,9.978560485447309e-05,0.0002204938034140233,True,"At 1.0% error rate, the secondary change in weight variance was significantly greater in Real (-1.70%) than Null (-1.75%) (difference = +0.05%, d = 4.65, p_adj = 0.0002). Suggests connectome biological organization significantly shapes this secondary effect."
BANC,missed_synapses,0.01,1.0%,connected_components,scc_count,secondary_emergent,5,5,18345.0,16976.0,18345.2,16987.2,1.0902153175252113e-05,2.4377955600978905e-05,0.00065975494816206,0.00020575222898885294,-0.0006488527949868078,-4.428835118468592,welch_t_test,0.001973294634259785,0.0036267420613181212,True,"At 1.0% error rate, the secondary change in scc count was significantly less in Real (+0.00%) than Null (+0.07%) (difference = -0.06%, d = -4.43, p_adj = 0.0036). Suggests connectome biological organization significantly shapes this secondary effect."
BANC,missed_synapses,0.01,1.0%,connected_components,scc_max_size,secondary_emergent,5,5,139405.0,141287.0,139404.8,141275.8,-1.4346687708475306e-06,3.2080168968111475e-06,-7.927127053443148e-05,2.4721664691808446e-05,7.783660176358395e-05,4.415654070387026,welch_t_test,0.0019556408720720043,0.003604197640264933,True,"At 1.0% error rate, the secondary change in scc max size was significantly greater in Real (-0.00%) than Null (-0.01%) (difference = +0.01%, d = 4.42, p_adj = 0.0036). Suggests connectome biological organization significantly shapes this secondary effect."
BANC,missed_synapses,0.01,1.0%,degree_distribution,in_degree_max,secondary_emergent,5,5,4707.0,4707.0,4693.0,4702.8,-0.0029742936052687486,0.0010622477161674104,-0.00089228808158058,0.0005895235574893101,-0.0020820055236881684,-2.42363489746462,welch_t_test,0.007989807941902297,0.014066267139822728,True,"At 1.0% error rate, the secondary change in in degree max was significantly less in Real (-0.30%) than Null (-0.09%) (difference = -0.21%, d = -2.42, p_adj = 0.0141). Suggests connectome biological organization significantly shapes this secondary effect."
BANC,missed_synapses,0.01,1.0%,degree_distribution,in_degree_std,secondary_emergent,5,5,61.05158966286431,61.05158966286431,60.94462934571474,60.976332629825,-0.00175196612799466,7.252369249061017e-05,-0.00123267933652306,3.2036847579814246e-05,-0.0005192867914715999,-9.262612828291475,welch_t_test,1.2827503429773474e-05,3.2879692699304426e-05,True,"At 1.0% error rate, the secondary change in in degree std was significantly less in Real (-0.18%) than Null (-0.12%) (difference = -0.05%, d = -9.26, p_adj = 0.0000). Suggests connectome biological organization significantly shapes this secondary effect."
BANC,missed_synapses,0.01,1.0%,degree_distribution,in_degree_variance,secondary_emergent,5,5,3727.29660036276,3727.29660036276,3714.2478617700813,3718.1131440434983,-0.003500858662927084,0.0001447925154699297,-0.0024638383536118,6.399488230897263e-05,-0.001037020309315284,-9.264240945144063,welch_t_test,1.278828753971683e-05,3.2879692699304426e-05,True,"At 1.0% error rate, the secondary change in in degree variance was significantly less in Real (-0.35%) than Null (-0.25%) (difference = -0.10%, d = -9.26, p_adj = 0.0000). Suggests connectome biological organization significantly shapes this secondary effect."
BANC,missed_synapses,0.01,1.0%,degree_distribution,total_degree_max,secondary_emergent,5,5,9489.0,9489.0,9461.6,9473.8,-0.0028875540099062074,0.0005404523724294694,-0.0016018547792179803,0.0004677487832474008,-0.0012856992306882272,-2.5438758514963955,welch_t_test,0.003993467388586868,0.0071818002230231584,True,"At 1.0% error rate, the secondary change in total degree max was significantly less in Real (-0.29%) than Null (-0.16%) (difference = -0.13%, d = -2.54, p_adj = 0.0072). Suggests connectome biological organization significantly shapes this secondary effect."
BANC,missed_synapses,0.01,1.0%,degree_distribution,total_degree_std,secondary_emergent,5,5,111.71935962728317,111.71935962728317,111.51848226715428,111.55440861511306,-0.0017980532720473993,4.493386641011479e-05,-0.00147647652761708,5.502870260574169e-05,-0.0003215767444303193,-6.4013846596032105,welch_t_test,1.0268136457515786e-05,2.675980673979309e-05,True,"At 1.0% error rate, the secondary change in total degree std was significantly less in Real (-0.18%) than Null (-0.15%) (difference = -0.03%, d = -6.40, p_adj = 0.0000). Suggests connectome biological organization significantly shapes this secondary effect."
BANC,missed_synapses,0.01,1.0%,degree_distribution,total_degree_variance,secondary_emergent,5,5,12481.215315530224,12481.215315530224,12436.371907329783,12444.386111703685,-0.0035928719332837195,8.970715601515953e-05,-0.00295077064977102,0.000109896133318646,-0.0006421012835126994,-6.401114857398281,welch_t_test,1.0279925758037108e-05,2.675980673979309e-05,True,"At 1.0% error rate, the secondary change in total degree variance was significantly less in Real (-0.36%) than Null (-0.30%) (difference = -0.06%, d = -6.40, p_adj = 0.0000). Suggests connectome biological organization significantly shapes this secondary effect."
BANC,missed_synapses,0.02,2.0%,basic_structure,weight_max,secondary_emergent,5,5,913.0,913.0,906.8,902.6,-0.006790799561883899,0.0017997455339709733,-0.01139101861993424,0.00227124220737435,0.0046002190580503415,2.244994432064338,welch_t_test,0.008162443284707603,0.014332479153462956,True,"At 2.0% error rate, the secondary change in weight max was significantly greater in Real (-0.68%) than Null (-1.14%) (difference = +0.46%, d = 2.24, p_adj = 0.0143). Suggests connectome biological organization significantly shapes this secondary effect."
BANC,missed_synapses,0.02,2.0%,basic_structure,weight_std,secondary_emergent,5,5,9.45819684392764,9.45819684392764,9.296897985312146,9.292057222822976,-0.017053869915918667,7.76518089959173e-05,-0.01756567597885524,8.007392052105014e-05,0.0005118060629365727,6.489058288310907,welch_t_test,7.053612727076107e-06,1.9499450059561634e-05,True,"At 2.0% error rate, the secondary change in weight std was significantly greater in Real (-1.71%) than Null (-1.76%) (difference = +0.05%, d = 6.49, p_adj = 0.0000). Suggests connectome biological organization significantly shapes this secondary effect."
BANC,missed_synapses,0.02,2.0%,basic_structure,weight_variance,secondary_emergent,5,5,89.45748753848277,89.45748753848277,86.4323125808299,86.34232789108577,-0.03381690052888549,0.00015265389299531183,-0.034822793855650194,0.00015733332882411183,0.0010058933267647063,6.489162558088087,welch_t_test,7.0511279791880075e-06,1.9499450059561634e-05,True,"At 2.0% error rate, the secondary change in weight variance was significantly greater in Real (-3.38%) than Null (-3.48%) (difference = +0.10%, d = 6.49, p_adj = 0.0000). Suggests connectome biological organization significantly shapes this secondary effect."
BANC,missed_synapses,0.02,2.0%,connected_components,scc_count,secondary_emergent,5,5,18345.0,16976.0,18345.2,16998.4,1.0902153175252113e-05,2.4377955600978905e-05,0.00131950989632418,0.00016451743689646165,-0.0013086077431489279,-11.127465647005469,welch_t_test,4.4816312630150154e-05,0.00010520039701603669,True,"At 2.0% error rate, the secondary change in scc count was significantly less in Real (+0.00%) than Null (+0.13%) (difference = -0.13%, d = -11.13, p_adj = 0.0001). Suggests connectome biological organization significantly shapes this secondary effect."
BANC,missed_synapses,0.02,2.0%,connected_components,scc_max_size,secondary_emergent,5,5,139405.0,141287.0,139404.8,141264.6,-1.4346687708475306e-06,3.2080168968111475e-06,-0.0001585425410688,1.9767197327087662e-05,0.00015710787229795246,11.094880753621267,welch_t_test,4.2645199778604e-05,0.00010045647412635942,True,"At 2.0% error rate, the secondary change in scc max size was significantly greater in Real (-0.00%) than Null (-0.02%) (difference = +0.02%, d = 11.09, p_adj = 0.0001). Suggests connectome biological organization significantly shapes this secondary effect."
BANC,missed_synapses,0.02,2.0%,connected_components,wcc_count,secondary_emergent,5,5,4306.0,4303.0,4306.0,4308.0,0.0,0.0,0.00116198001394372,0.00036745034396564624,-0.00116198001394372,-4.472135954999464,welch_t_test,0.0021106458450914755,0.003843547426575723,True,"At 2.0% error rate, the secondary change in wcc count was significantly less in Real (+0.00%) than Null (+0.12%) (difference = -0.12%, d = -4.47, p_adj = 0.0038). Suggests connectome biological organization significantly shapes this secondary effect."
BANC,missed_synapses,0.02,2.0%,connected_components,wcc_max_size,secondary_emergent,5,5,153952.0,153958.0,153952.0,153953.0,0.0,0.0,-3.247638966471375e-05,1.0269936151964755e-05,3.247638966471375e-05,4.472135954999579,welch_t_test,0.0021106458450912725,0.003843547426575723,True,"At 2.0% error rate, the secondary change in wcc max size was significantly greater in Real (+0.00%) than Null (-0.00%) (difference = +0.00%, d = 4.47, p_adj = 0.0038). Suggests connectome biological organization significantly shapes this secondary effect."
BANC,missed_synapses,0.02,2.0%,degree_distribution,in_degree_max,secondary_emergent,5,5,4707.0,4707.0,4679.2,4700.2,-0.005906097301890801,0.0012333057381516883,-0.00144465689398762,0.0006443913697940706,-0.004461440407903181,-4.534251929419106,welch_t_test,0.0003629458425323316,0.0007335672769006944,True,"At 2.0% error rate, the secondary change in in degree max was significantly less in Real (-0.59%) than Null (-0.14%) (difference = -0.45%, d = -4.53, p_adj = 0.0007). Suggests connectome biological organization significantly shapes this secondary effect."
BANC,missed_synapses,0.02,2.0%,degree_distribution,in_degree_std,secondary_emergent,5,5,61.05158966286431,61.05158966286431,60.83762673559839,60.90249928643063,-0.0035046249974397398,8.007016511289266e-05,-0.00244203922055036,5.312001623800874e-05,-0.0010625857768893797,-15.638977096501721,welch_t_test,4.941175525834806e-08,1.9794289980739434e-07,True,"At 2.0% error rate, the secondary change in in degree std was significantly less in Real (-0.35%) than Null (-0.24%) (difference = -0.11%, d = -15.64, p_adj = 0.0000). Suggests connectome biological organization significantly shapes this secondary effect."
BANC,missed_synapses,0.02,2.0%,degree_distribution,in_degree_variance,secondary_emergent,5,5,3727.29660036276,3727.29660036276,3701.216845937245,3709.1144277476424,-0.006996962469521822,0.00015957547717719838,-0.0048781126281572,0.00010598074050197071,-0.002118849841364622,-15.642434081930743,welch_t_test,4.89491819614177e-08,1.972711007963159e-07,True,"At 2.0% error rate, the secondary change in in degree variance was significantly less in Real (-0.70%) than Null (-0.49%) (difference = -0.21%, d = -15.64, p_adj = 0.0000). Suggests connectome biological organization significantly shapes this secondary effect."
BANC,missed_synapses,0.02,2.0%,degree_distribution,total_degree_max,secondary_emergent,5,5,9489.0,9489.0,9436.8,9459.8,-0.005501106544419854,0.0006427632282422555,-0.00307724733902406,0.0007085145458518814,-0.002423859205395794,-3.583267478886245,welch_t_test,0.0004890928050441746,0.000970929040280572,True,"At 2.0% error rate, the secondary change in total degree max was significantly less in Real (-0.55%) than Null (-0.31%) (difference = -0.24%, d = -3.58, p_adj = 0.0010). Suggests connectome biological organization significantly shapes this secondary effect."
BANC,missed_synapses,0.02,2.0%,degree_distribution,total_degree_std,secondary_emergent,5,5,111.71935962728317,111.71935962728317,111.3187699494791,111.38994915750668,-0.0035856782489668048,6.619524774893325e-05,-0.0029485531502816196,4.232532888035696e-05,-0.0006371250986851851,-11.467875780217131,welch_t_test,5.182175970840939e-07,1.6994488845551904e-06,True,"At 2.0% error rate, the secondary change in total degree std was significantly less in Real (-0.36%) than Null (-0.29%) (difference = -0.06%, d = -11.47, p_adj = 0.0000). Suggests connectome biological organization significantly shapes this secondary effect."
BANC,missed_synapses,0.02,2.0%,degree_distribution,total_degree_variance,secondary_emergent,5,5,12481.215315530224,12481.215315530224,12391.86858681731,12407.720791199336,-0.007158495903979792,0.00013191468979960877,-0.0058884109017364,8.44032308746318e-05,-0.001270085002243392,-11.469376718680449,welch_t_test,5.156414457905754e-07,1.6993306760290393e-06,True,"At 2.0% error rate, the secondary change in total degree variance was significantly less in Real (-0.72%) than Null (-0.59%) (difference = -0.13%, d = -11.47, p_adj = 0.0000). Suggests connectome biological organization significantly shapes this secondary effect."
BANC,missed_synapses,0.02,2.0%,reciprocity,reciprocity,secondary_emergent,5,5,0.1299390807959521,0.0039814147180015,0.1298620366532739,0.00396495087595844,-0.0005929251015649441,8.98440694092133e-05,-0.0041351738537934,0.0013563256639728004,0.003542248752228456,3.685355191428793,welch_t_test,0.004204954245732075,0.0075418616364470725,True,"At 2.0% error rate, the secondary change in reciprocity was significantly greater in Real (-0.06%) than Null (-0.41%) (difference = +0.35%, d = 3.69, p_adj = 0.0075). Suggests connectome biological organization significantly shapes this secondary effect."
BANC,missed_synapses,0.05,5.0%,basic_structure,weight_max,secondary_emergent,5,5,913.0,913.0,896.2,881.2,-0.018400876232201532,0.0027272507334038837,-0.03483023001095285,0.003230642103779341,0.01642935377875132,5.495574790854809,welch_t_test,2.84419680114342e-05,6.894085724510681e-05,True,"At 5.0% error rate, the secondary change in weight max was significantly greater in Real (-1.84%) than Null (-3.48%) (difference = +1.64%, d = 5.50, p_adj = 0.0001). Suggests connectome biological organization significantly shapes this secondary effect."
BANC,missed_synapses,0.05,5.0%,basic_structure,weight_std,secondary_emergent,5,5,9.45819684392764,9.45819684392764,9.055293218577571,9.043162535439626,-0.042598354844850035,0.00014153004924371212,-0.04388091253931488,7.90975823485913e-05,0.0012825576944648434,11.187161025016081,welch_t_test,1.36230603124672e-06,4.123903777846405e-06,True,"At 5.0% error rate, the secondary change in weight std was significantly greater in Real (-4.26%) than Null (-4.39%) (difference = +0.13%, d = 11.19, p_adj = 0.0000). Suggests connectome biological organization significantly shapes this secondary effect."
