rate,analysis,metric,metric_type,baseline_mean,mean,std,ci_lower,ci_upper,preservation_pct,change_pct
0.75,basic_structure,node_count,preservation,158262.0,158262.0,0.0,158262.0,158262.0,100.0,+0.0000%
0.75,basic_structure,edge_count,preservation,3990039.0,4019964.0,0.0,4019964.0,4019964.0,99.2556,+0.7500%
0.75,basic_structure,total_synapses,preservation,23556214.0,23644808.0,134.92034687177468,23644689.737101678,23644926.262898322,99.6253,+0.3761%
0.75,basic_structure,weight_mean,similarity,5.903755326702321,5.881845708071017,3.35625759016425e-05,5.8818162891761405,5.881875126965894,,-0.3711%
0.75,basic_structure,weight_median,similarity,4.0,4.0,0.0,4.0,4.0,,+0.0000%
0.75,basic_structure,weight_variance,similarity,89.45748753848277,88.86705979043946,0.0002559417022600129,88.866835447646,88.86728413323291,,-0.6600%
0.75,basic_structure,weight_std,similarity,9.45819684392764,9.426932681964585,1.3575013454017122e-05,9.426920782940657,9.426944580988513,,-0.3306%
0.75,basic_structure,weight_max,similarity,913.0,913.0,0.0,913.0,913.0,,+0.0000%
0.75,basic_structure,weight_min,similarity,1.0,1.0,0.0,1.0,1.0,,+0.0000%
0.75,basic_structure,density,preservation,0.00015930396501487044,0.00016049873307429793,0.0,0.00016049873307429793,0.00016049873307429793,99.2556,+0.7500%
0.75,degree_distribution,in_degree_mean,similarity,25.21160480721841,25.400689995071463,0.0,25.400689995071463,25.400689995071463,,+0.7500%
0.75,degree_distribution,in_degree_median,similarity,9.0,9.0,0.0,9.0,9.0,,+0.0000%
0.75,degree_distribution,in_degree_variance,similarity,3727.29660036276,3735.9359406847666,0.10307503558542229,3735.8455914325164,3736.026289937017,,+0.2318%
0.75,degree_distribution,in_degree_std,similarity,61.05158966286431,61.12230313163924,0.0008431856184325456,61.12156404685794,61.123042216420544,,+0.1158%
0.75,degree_distribution,in_degree_max,similarity,4707.0,4707.0,0.0,4707.0,4707.0,,+0.0000%
0.75,degree_distribution,in_degree_min,similarity,0.0,0.0,0.0,0.0,0.0,,—
0.75,degree_distribution,out_degree_mean,similarity,25.21160480721841,25.400689995071463,0.0,25.400689995071463,25.400689995071463,,+0.7500%
0.75,degree_distribution,out_degree_median,similarity,11.0,11.0,0.0,11.0,11.0,,+0.0000%
0.75,degree_distribution,out_degree_variance,similarity,3364.863849607683,3380.6298406733927,0.15421833414990907,3380.4946623434066,3380.7650190033787,,+0.4685%
0.75,degree_distribution,out_degree_std,similarity,58.007446501356036,58.143183945036625,0.0013261918571310732,58.14202148662027,58.14434640345298,,+0.2340%
0.75,degree_distribution,out_degree_max,similarity,4782.0,4782.0,0.0,4782.0,4782.0,,+0.0000%
0.75,degree_distribution,out_degree_min,similarity,0.0,0.0,0.0,0.0,0.0,,—
0.75,degree_distribution,total_degree_mean,similarity,50.42320961443682,50.80137999014293,0.0,50.80137999014293,50.80137999014293,,+0.7500%
0.75,degree_distribution,total_degree_median,similarity,21.0,21.0,0.0,21.0,21.0,,+0.0000%
0.75,degree_distribution,total_degree_variance,similarity,12481.215315530224,12505.15771176031,0.15387389376059596,12505.022835345637,12505.292588174983,,+0.1918%
0.75,degree_distribution,total_degree_std,similarity,111.71935962728317,111.82646248264152,0.0006880036953685556,111.82585942081312,111.82706554446992,,+0.0959%
0.75,degree_distribution,total_degree_max,similarity,9489.0,9489.0,0.0,9489.0,9489.0,,+0.0000%
0.75,degree_distribution,total_degree_min,similarity,0.0,0.0,0.0,0.0,0.0,,—
0.75,assortativity,degree_assortativity,similarity,-0.046430186922204346,-0.04547921284906646,8.886429496854058e-06,-0.045487002147955896,-0.045471423550177026,,+2.0482%
0.75,connected_components,wcc_count,change,4306.0,4306.0,0.0,4306.0,4306.0,,+0.0000%
0.75,connected_components,wcc_max_size,preservation,153952.0,153952.0,0.0,153952.0,153952.0,100.0,+0.0000%
0.75,connected_components,scc_count,change,18345.0,18341.8,1.3038404810405297,18340.65713342861,18342.94286657139,,-0.0174%
0.75,connected_components,scc_max_size,preservation,139405.0,139407.4,0.8944271909999159,139406.61599999998,139408.184,99.9983,+0.0017%
0.75,reciprocity,reciprocity,preservation,0.12993908079595212,0.1289747868388871,6.093312633566962e-07,0.12897425273648583,0.12897532094128838,99.2579,-0.7421%
